"Measurement outcome","Frequency"
"0x0","28"
"0x1","5"
"0x10","13"
"0x100","22"
"0x101","15"
"0x102","14"
"0x103","23"
"0x104","10"
"0x105","13"
"0x106","15"
"0x107","10"
"0x108","10"
"0x109","16"
"0x10a","25"
"0x10b","7"
"0x10c","14"
"0x10d","11"
"0x10e","12"
"0x10f","22"
"0x11","14"
"0x110","11"
"0x111","18"
"0x112","8"
"0x113","16"
"0x114","12"
"0x115","21"
"0x116","11"
"0x117","11"
"0x118","25"
"0x119","7"
"0x11a","8"
"0x11b","18"
"0x11c","13"
"0x11d","21"
"0x11e","9"
"0x11f","5"
"0x12","23"
"0x13","10"
"0x14","21"
"0x140","18"
"0x141","10"
"0x142","20"
"0x143","22"
"0x144","23"
"0x145","39"
"0x146","23"
"0x147","17"
"0x148","4"
"0x149","20"
"0x14a","19"
"0x14b","23"
"0x14c","29"
"0x14d","30"
"0x14e","11"
"0x14f","36"
"0x15","9"
"0x150","15"
"0x151","24"
"0x152","16"
"0x153","24"
"0x154","31"
"0x155","21"
"0x156","18"
"0x157","17"
"0x158","21"
"0x159","14"
"0x15a","17"
"0x15b","21"
"0x15c","26"
"0x15d","18"
"0x15e","33"
"0x15f","13"
"0x16","12"
"0x16a","1"
"0x16b","1"
"0x17","19"
"0x170","1"
"0x18","20"
"0x180","12"
"0x181","6"
"0x182","16"
"0x183","13"
"0x184","16"
"0x185","7"
"0x186","12"
"0x187","11"
"0x188","9"
"0x189","23"
"0x18a","10"
"0x18b","7"
"0x18c","11"
"0x18d","17"
"0x18e","8"
"0x18f","15"
"0x19","13"
"0x190","9"
"0x191","9"
"0x192","16"
"0x193","7"
"0x194","14"
"0x195","16"
"0x196","9"
"0x197","10"
"0x198","13"
"0x199","4"
"0x19a","8"
"0x19b","14"
"0x19c","15"
"0x19d","4"
"0x19e","10"
"0x19f","11"
"0x1a","17"
"0x1b","23"
"0x1c","9"
"0x1c0","11"
"0x1c1","8"
"0x1c2","21"
"0x1c3","17"
"0x1c4","19"
"0x1c5","8"
