"Measurement outcome","Frequency"
"0x0","3"
"0x100","1"
"0x1000","1"
"0x1001","2"
"0x1004","2"
"0x1005","1"
"0x1008","1"
"0x1009","1"
"0x100a","1"
"0x100b","2"
"0x100c","1"
"0x100d","1"
"0x100e","2"
"0x100f","1"
"0x1010","2"
"0x1011","2"
"0x1013","1"
"0x1015","1"
"0x1017","3"
"0x1019","2"
"0x101b","1"
"0x101d","2"
"0x101f","1"
"0x102","1"
"0x1020","1"
"0x1021","2"
"0x1024","1"
"0x1026","1"
"0x1029","3"
"0x102b","1"
"0x102c","3"
"0x102d","2"
"0x102e","2"
"0x102f","1"
"0x103","3"
"0x1030","2"
"0x1032","2"
"0x1033","1"
"0x1034","1"
"0x1035","1"
"0x1038","1"
"0x1039","1"
"0x103c","1"
"0x103d","1"
"0x103e","1"
"0x103f","2"
"0x104","2"
"0x1040","3"
"0x1041","3"
"0x1044","2"
"0x1045","1"
"0x1046","1"
"0x1048","3"
"0x1049","1"
"0x104a","2"
"0x104c","1"
"0x104d","1"
"0x104e","1"
"0x105","2"
"0x1050","4"
"0x1051","1"
"0x1052","1"
"0x1053","1"
"0x1054","1"
"0x1055","1"
"0x1057","2"
"0x1059","1"
"0x105d","1"
"0x105e","1"
"0x105f","1"
"0x1060","1"
"0x1061","2"
"0x1062","2"
"0x1063","1"
"0x1066","3"
"0x1068","1"
"0x106b","2"
"0x106d","5"
"0x106e","1"
"0x106f","2"
"0x107","1"
"0x1070","1"
"0x1071","1"
"0x1072","1"
"0x1073","2"
"0x1074","1"
"0x1075","2"
"0x1076","1"
"0x1077","3"
"0x1078","3"
"0x1079","1"
"0x107c","1"
"0x107d","1"
"0x108","2"
"0x10a","1"
"0x10d","3"
"0x11","1"
"0x1100","1"
"0x1103","1"
"0x1104","1"
"0x1107","1"
"0x1108","1"
"0x1109","1"
"0x110b","1"
"0x1110","3"
"0x1113","2"
"0x1115","1"
"0x1116","1"
"0x1117","2"
"0x1118","1"
"0x1119","2"
"0x111a","2"
"0x111b","1"
"0x111c","6"
"0x111d","1"
"0x1120","1"
"0x1123","1"
"0x1125","1"
"0x1127","1"
"0x1128","3"
"0x112b","3"
"0x112e","2"
"0x113","1"
"0x1134","1"
"0x1135","1"
"0x1136","1"
"0x1138","2"
"0x1139","2"
"0x113b","2"
"0x113c","2"
"0x113d","2"
"0x113e","2"
