"Measurement outcome","Frequency"
"000000","473"
"000001","71"
"000010","41"
"000011","616"
"000100","38"
"000101","500"
"000110","436"
"000111","150"
"001000","1"
"001011","4"
"001101","5"
"001110","7"
"001111","2"
"010000","378"
"010001","109"
"010010","97"
"010011","268"
"010100","75"
"010101","377"
"010110","350"
"010111","88"
"011000","3"
"011011","2"
"011101","2"
"100000","439"
"100001","87"
"100010","43"
"100011","596"
"100100","41"
"100101","567"
"100110","444"
"100111","144"
"101000","4"
"101001","1"
"101011","2"
"101100","1"
"101101","5"
"101110","1"
"110000","307"
"110001","133"
"110010","82"
"110011","314"
"110100","59"
"110101","356"
"110110","378"
"110111","85"
"111000","1"
"111001","1"
"111011","3"
"111101","1"
"111110","4"
