"Measurement outcome","Frequency"
"0x0","3"
"0x1","4"
"0x10","2"
"0x100","3"
"0x101","3"
"0x102","4"
"0x103","5"
"0x104","4"
"0x105","12"
"0x106","4"
"0x107","3"
"0x108","5"
"0x109","1"
"0x10a","6"
"0x10b","5"
"0x10c","9"
"0x10d","5"
"0x10e","8"
"0x10f","3"
"0x11","1"
"0x110","3"
"0x111","2"
"0x112","1"
"0x113","4"
"0x114","2"
"0x115","2"
"0x116","2"
"0x117","2"
"0x118","1"
"0x11a","1"
"0x11b","2"
"0x11d","3"
"0x11e","5"
"0x120","6"
"0x121","3"
"0x122","4"
"0x123","7"
"0x124","4"
"0x125","5"
"0x126","5"
"0x127","7"
"0x128","2"
"0x129","4"
"0x12a","3"
"0x12b","3"
"0x12c","7"
"0x12d","8"
"0x12e","11"
"0x12f","5"
"0x13","4"
"0x130","3"
"0x131","3"
"0x132","2"
"0x133","1"
"0x134","2"
"0x135","2"
"0x136","4"
"0x137","1"
"0x138","3"
"0x139","1"
"0x13a","1"
"0x13b","1"
"0x13c","1"
"0x13d","1"
"0x13e","3"
"0x14","6"
"0x15","2"
"0x16","4"
"0x16e","1"
"0x17","4"
"0x18","3"
"0x180","3"
"0x182","5"
"0x183","3"
"0x184","2"
"0x185","2"
"0x186","5"
"0x187","2"
"0x188","2"
"0x189","1"
"0x18a","1"
"0x18b","1"
"0x18c","4"
"0x18d","2"
"0x18e","6"
"0x18f","3"
"0x19","1"
"0x190","3"
"0x191","8"
"0x192","2"
"0x193","4"
"0x194","8"
"0x195","3"
"0x196","2"
"0x197","6"
"0x198","3"
"0x199","8"
"0x19a","4"
"0x19b","2"
"0x19c","5"
"0x19d","9"
"0x19e","4"
"0x19f","1"
"0x1a","3"
"0x1a0","6"
"0x1a1","5"
"0x1a2","3"
"0x1a3","3"
"0x1a4","3"
"0x1a5","1"
"0x1a6","2"
"0x1a7","1"
"0x1a8","4"
"0x1a9","1"
"0x1aa","2"
"0x1ab","2"
"0x1ac","2"
"0x1ad","3"
"0x1ae","5"
"0x1af","2"
"0x1b","3"
"0x1b0","2"
"0x1b1","8"
"0x1b2","6"
"0x1b3","3"
"0x1b4","5"
"0x1b5","7"
"0x1b6","4"
"0x1b7","6"
"0x1b8","2"
"0x1b9","5"
"0x1ba","4"
"0x1bb","4"
"0x1bc","4"
"0x1bd","6"
"0x1be","7"
"0x1bf","4"
"0x1c","4"
"0x1d","1"
"0x1e","6"
"0x1f","7"
"0x2","5"
"0x20","4"
"0x200","8"
"0x201","10"
"0x202","3"
"0x203","5"
"0x204","4"
"0x205","5"
"0x206","3"
"0x207","9"
"0x208","6"
"0x209","5"
"0x20a","7"
"0x20b","4"
"0x20c","10"
"0x20d","5"
"0x20e","3"
"0x20f","10"
"0x21","9"
"0x210","2"
"0x211","4"
"0x212","1"
"0x213","4"
"0x214","5"
"0x215","3"
"0x216","5"
"0x217","3"
"0x219","4"
"0x21a","4"
"0x21b","4"
"0x21c","4"
"0x21d","5"
"0x21e","4"
"0x21f","5"
"0x22","11"
"0x220","6"
"0x221","5"
"0x222","5"
"0x223","5"
"0x224","4"
"0x225","5"
"0x226","4"
"0x227","5"
"0x228","6"
"0x229","6"
"0x22a","10"
"0x22b","5"
"0x22c","5"
"0x22d","6"
"0x22e","4"
"0x22f","6"
"0x23","8"
"0x230","1"
"0x231","2"
"0x232","2"
"0x233","1"
"0x234","5"
"0x235","2"
"0x236","3"
"0x237","2"
"0x238","3"
"0x239","2"
"0x23a","2"
"0x23b","2"
"0x23c","4"
"0x23d","5"
"0x23e","3"
"0x23f","5"
"0x24","7"
"0x24b","1"
"0x25","13"
"0x251","1"
"0x26","6"
"0x27","5"
"0x28","5"
"0x280","4"
"0x281","3"
"0x282","3"
"0x283","4"
"0x284","2"
"0x285","1"
"0x286","3"
"0x287","3"
"0x288","5"
"0x289","2"
"0x28a","5"
"0x28b","2"
"0x28c","1"
"0x28d","1"
"0x28f","3"
"0x29","7"
"0x290","5"
"0x291","6"
"0x292","6"
"0x293","3"
"0x294","4"
"0x295","4"
"0x296","6"
"0x297","9"
"0x298","8"
"0x299","6"
"0x29a","5"
"0x29b","4"
"0x29c","4"
"0x29d","1"
"0x29e","4"
"0x29f","3"
"0x2a","7"
"0x2a0","4"
"0x2a1","5"
"0x2a2","3"
"0x2a3","1"
"0x2a4","2"
"0x2a5","6"
"0x2a6","1"
"0x2a7","5"
"0x2a8","8"
"0x2a9","2"
"0x2aa","3"
"0x2ac","1"
"0x2ad","3"
"0x2ae","4"
"0x2af","3"
"0x2b","7"
"0x2b0","4"
"0x2b1","7"
"0x2b2","7"
"0x2b3","6"
"0x2b4","8"
"0x2b5","3"
"0x2b6","6"
"0x2b7","5"
"0x2b8","4"
"0x2b9","7"
"0x2ba","3"
"0x2bb","5"
"0x2bc","7"
"0x2bd","9"
"0x2be","8"
"0x2bf","5"
"0x2c","6"
"0x2d","7"
"0x2e","5"
"0x2f","4"
"0x3","11"
"0x30","3"
"0x300","3"
"0x301","4"
"0x302","7"
"0x303","2"
"0x304","8"
"0x305","4"
"0x306","5"
"0x307","7"
"0x308","5"
"0x309","7"
"0x30a","7"
"0x30b","3"
"0x30c","2"
"0x30d","8"
"0x30e","6"
"0x30f","11"
"0x31","4"
"0x310","1"
"0x311","2"
"0x312","4"
"0x313","4"
"0x314","5"
"0x315","4"
"0x316","4"
"0x317","3"
"0x319","4"
"0x31a","4"
"0x31b","7"
"0x31c","2"
"0x31d","2"
"0x31e","3"
"0x31f","5"
"0x32","2"
"0x320","4"
"0x321","6"
"0x322","7"
"0x323","5"
"0x324","8"
"0x325","4"
"0x326","9"
"0x327","6"
"0x328","4"
"0x329","9"
"0x32a","11"
"0x32b","5"
"0x32c","6"
"0x32d","6"
"0x32e","7"
"0x32f","6"
"0x33","2"
"0x330","3"
"0x331","2"
"0x332","1"
