"Measurement outcome","Frequency"
"0x1000f","1"
"0x10011","1"
"0x10018","1"
"0x10074","1"
"0x10156","1"
"0x10189","1"
"0x101bb","1"
"0x101dc","1"
"0x1022","1"
"0x10261","1"
"0x10282","1"
"0x10288","1"
"0x102b4","1"
"0x102df","1"
"0x102e9","1"
"0x10314","1"
"0x10334","1"
"0x10390","1"
"0x103a5","1"
"0x103e1","1"
"0x103f8","1"
"0x104c","1"
"0x10827","1"
"0x1085a","1"
"0x108ed","1"
"0x108f","1"
"0x10915","1"
"0x1092b","1"
"0x10964","1"
"0x10982","1"
"0x109ab","1"
"0x10a0c","1"
"0x10a0d","1"
"0x10a2e","1"
"0x10a4","1"
"0x10a9b","1"
"0x10acd","1"
"0x10b00","1"
"0x10b07","1"
"0x10b0f","1"
"0x10b27","1"
"0x10b5c","1"
"0x10b63","1"
"0x10bb3","1"
"0x10bd2","1"
"0x10bf","1"
"0x10eb","1"
"0x11","1"
"0x11056","1"
"0x11088","1"
"0x1108a","1"
"0x11115","1"
"0x11118","1"
"0x11135","1"
"0x1114e","1"
"0x111fe","1"
"0x1122c","1"
"0x1130a","1"
"0x11316","1"
"0x1134d","1"
"0x11378","1"
"0x113e9","1"
"0x113fb","1"
"0x1165","1"
"0x11807","1"
"0x1181c","1"
"0x11862","1"
"0x11882","1"
"0x118a5","1"
"0x118bd","1"
"0x11918","1"
"0x1194b","1"
"0x1197d","1"
"0x11982","1"
"0x119cd","1"
"0x119d","1"
"0x11a0c","1"
"0x11a39","1"
"0x11b09","1"
"0x11b1c","1"
"0x11b24","1"
"0x11b33","1"
"0x11b9c","1"
"0x11bf4","1"
"0x11cd","1"
"0x11f7","1"
"0x12017","1"
"0x1202e","1"
"0x120aa","1"
"0x120be","1"
"0x12109","1"
"0x12160","1"
"0x12180","1"
"0x12183","1"
"0x12184","1"
"0x12196","1"
"0x121f","1"
"0x1220e","1"
"0x12226","1"
"0x1223","1"
"0x12248","1"
"0x1228f","1"
"0x122cd","1"
"0x122f","1"
"0x1230","1"
"0x1231e","1"
"0x12324","1"
"0x12331","1"
"0x12396","1"
"0x123b8","1"
"0x123bc","1"
"0x123c7","1"
"0x1280d","1"
"0x12815","1"
"0x1284b","1"
"0x128a4","1"
"0x128b","1"
"0x12905","1"
"0x12977","1"
"0x12985","1"
"0x12987","1"
"0x1298f","1"
"0x129bd","1"
"0x129c0","1"
"0x12a42","1"
"0x12b0e","1"
"0x12b1e","1"
"0x12b7f","1"
"0x12ba2","1"
"0x12c0","1"
"0x12c4","1"
"0x12df","1"
"0x12e","1"
"0x13006","1"
"0x1302a","1"
"0x130a3","1"
"0x130b2","1"
"0x1312c","1"
"0x1312d","1"
"0x1314f","1"
"0x132","1"
"0x13264","1"
