"Measurement outcome","Frequency"
"0x1002","1"
"0x1003","1"
"0x1007","1"
"0x1008","1"
"0x100a","1"
"0x100d","1"
"0x1011","1"
"0x101c","1"
"0x1022","2"
"0x1023","1"
"0x1024","1"
"0x102b","1"
"0x102c","1"
"0x102d","1"
"0x1033","2"
"0x1036","1"
"0x1038","1"
"0x1042","1"
"0x104b","1"
"0x104e","1"
"0x1059","1"
"0x105b","1"
"0x105c","1"
"0x105d","1"
"0x1062","1"
"0x1066","2"
"0x106e","1"
"0x1073","1"
"0x1083","1"
"0x1088","1"
"0x1089","1"
"0x1090","1"
"0x1091","1"
"0x1095","1"
"0x1098","1"
"0x109d","1"
"0x10a4","1"
"0x10af","1"
"0x10b1","2"
"0x10ba","1"
"0x10bb","1"
"0x10c9","1"
"0x10ca","1"
"0x10ce","1"
"0x10d0","1"
"0x10d1","1"
"0x10d4","1"
"0x10d6","1"
"0x10dc","1"
"0x10e3","2"
"0x10e6","1"
"0x10ea","1"
"0x10ec","1"
"0x10f1","1"
"0x10f2","1"
"0x10f4","1"
"0x10f5","1"
"0x10f6","1"
"0x10f7","1"
"0x11","1"
"0x11c0","1"
"0x11dc","1"
"0x11f3","1"
"0x1205","2"
"0x1219","1"
"0x1224","1"
"0x1226","1"
"0x122e","1"
"0x1232","1"
"0x123a","1"
"0x123c","1"
"0x123d","2"
"0x1241","1"
"0x1242","1"
"0x1244","1"
"0x1249","1"
"0x124a","1"
"0x1252","1"
"0x1253","1"
"0x1268","1"
"0x126b","1"
"0x126e","1"
"0x127e","1"
"0x1280","1"
"0x1282","1"
"0x1286","1"
"0x129f","1"
"0x12a2","1"
"0x12a9","1"
"0x12aa","1"
"0x12ad","2"
"0x12ba","1"
"0x12be","1"
"0x12c1","1"
"0x12c6","1"
"0x12c8","1"
"0x12cb","2"
"0x12d0","1"
"0x12d2","1"
"0x12d3","2"
"0x12d4","1"
"0x12da","1"
"0x12dc","1"
"0x12e1","1"
"0x12e2","1"
"0x12e9","1"
"0x12ed","1"
"0x12f8","2"
