"Measurement outcome","Frequency"
"0x0","3"
"0x1","7"
"0x10","10"
"0x100","7"
"0x101","7"
"0x102","6"
"0x103","6"
"0x104","1"
"0x105","4"
"0x106","2"
"0x107","2"
"0x108","5"
"0x109","3"
"0x10a","4"
"0x10b","9"
"0x10c","5"
"0x10d","3"
"0x10e","2"
"0x10f","2"
"0x11","3"
"0x110","5"
"0x111","1"
"0x112","2"
"0x113","2"
"0x114","6"
"0x115","3"
"0x116","1"
"0x117","2"
"0x118","6"
"0x119","5"
"0x11a","2"
"0x11c","3"
"0x11d","4"
"0x11e","8"
"0x11f","2"
"0x12","4"
"0x120","5"
"0x121","1"
"0x122","2"
"0x123","5"
"0x124","3"
"0x125","2"
"0x126","3"
"0x127","1"
"0x128","7"
"0x129","6"
"0x12a","1"
"0x12b","5"
"0x12c","1"
"0x12d","1"
"0x12e","2"
"0x12f","4"
"0x13","2"
"0x130","4"
"0x131","2"
"0x132","2"
"0x133","4"
"0x134","2"
"0x135","2"
"0x137","4"
"0x138","4"
"0x139","4"
"0x13a","3"
"0x13b","6"
"0x13c","6"
"0x13d","2"
"0x13e","5"
"0x13f","2"
"0x14","3"
"0x15","1"
"0x16","7"
"0x17","2"
"0x17c","1"
"0x18","5"
"0x180","7"
"0x181","3"
"0x182","2"
"0x183","2"
"0x184","3"
"0x185","3"
"0x186","5"
"0x187","3"
"0x188","5"
"0x189","5"
"0x18a","6"
"0x18b","1"
"0x18c","2"
"0x18d","3"
"0x18e","3"
"0x18f","3"
"0x19","7"
"0x190","4"
"0x191","3"
"0x193","4"
"0x194","2"
"0x195","3"
"0x197","2"
"0x198","1"
"0x19a","6"
"0x19b","4"
"0x19c","4"
"0x19d","1"
"0x19e","1"
"0x19f","5"
"0x1a","13"
"0x1a0","3"
"0x1a2","6"
"0x1a4","4"
"0x1a5","2"
"0x1a6","1"
"0x1a7","3"
"0x1a8","7"
"0x1a9","4"
"0x1aa","3"
"0x1ab","5"
"0x1ac","3"
"0x1ad","2"
"0x1ae","2"
"0x1af","4"
"0x1b","6"
"0x1b0","5"
"0x1b1","3"
"0x1b2","3"
"0x1b3","2"
"0x1b4","1"
"0x1b5","4"
"0x1b6","3"
"0x1b7","1"
"0x1b8","2"
"0x1b9","4"
"0x1bb","4"
"0x1bc","1"
