"Measurement outcome","Frequency"
"0x0","3"
"0x1","6"
"0x10","1"
"0x100","2"
"0x1000","2"
"0x1001","4"
"0x1002","1"
"0x1003","1"
"0x1004","3"
"0x1006","2"
"0x1009","3"
"0x100a","4"
"0x100c","1"
"0x100e","2"
"0x1010","1"
"0x1015","2"
"0x1016","1"
"0x1017","4"
"0x1019","2"
"0x101b","4"
"0x101c","1"
"0x101e","2"
"0x101f","2"
"0x1020","1"
"0x1021","5"
"0x1022","2"
"0x1026","1"
"0x1029","1"
"0x102a","3"
"0x102c","1"
"0x102d","1"
"0x102e","3"
"0x102f","1"
"0x103","2"
"0x1030","3"
"0x1031","3"
"0x1034","2"
"0x1035","2"
"0x1036","2"
"0x1038","1"
"0x103a","1"
"0x103b","1"
"0x103e","1"
"0x103f","1"
"0x104","1"
"0x1040","1"
"0x1041","1"
"0x1042","5"
"0x1043","1"
"0x1047","2"
"0x1049","1"
"0x104b","1"
"0x104e","1"
"0x104f","1"
"0x105","1"
"0x1051","1"
"0x1052","4"
"0x1053","3"
"0x1058","1"
"0x105a","2"
"0x105b","1"
"0x105c","1"
"0x105e","2"
"0x106","2"
"0x1061","2"
"0x1062","2"
"0x1063","2"
"0x1064","2"
"0x1066","1"
"0x1067","1"
"0x1069","3"
"0x106a","2"
"0x106b","1"
"0x106c","1"
"0x106d","1"
"0x106e","4"
"0x106f","1"
"0x1072","1"
"0x1073","1"
"0x1074","1"
"0x1075","1"
"0x1078","1"
"0x1079","2"
"0x107a","2"
"0x107c","1"
"0x107d","1"
"0x107e","1"
"0x107f","1"
"0x108","1"
"0x109","3"
"0x10a","5"
"0x10b","4"
"0x10c","2"
"0x10d","2"
"0x11","2"
"0x110","2"
"0x1100","3"
"0x1101","2"
"0x1103","1"
"0x1106","2"
"0x1107","2"
"0x1109","1"
"0x110a","1"
"0x110b","1"
"0x110c","1"
"0x110d","2"
"0x1111","1"
"0x1112","2"
"0x1113","1"
"0x1116","2"
"0x1117","2"
"0x1118","2"
"0x1119","1"
"0x111a","1"
"0x111b","3"
"0x111e","2"
"0x111f","1"
"0x112","3"
"0x1120","1"
"0x1122","2"
"0x1124","2"
"0x1125","1"
"0x1126","2"
"0x1127","1"
"0x1128","1"
"0x1129","1"
"0x112b","3"
"0x112c","2"
"0x112d","1"
"0x112e","4"
"0x112f","1"
"0x113","1"
"0x1130","1"
"0x1132","1"
"0x1134","1"
"0x1136","3"
"0x1138","1"
"0x1139","1"
"0x113b","2"
"0x113c","1"
"0x113d","2"
"0x114","1"
"0x1140","1"
"0x1142","1"
"0x1145","2"
"0x1146","1"
"0x1148","1"
"0x1149","1"
"0x114b","2"
"0x114f","3"
"0x1151","1"
"0x1152","1"
"0x1153","5"
"0x1154","1"
"0x1155","1"
"0x1156","1"
"0x1157","1"
"0x1158","1"
"0x115a","1"
"0x115b","3"
"0x115c","1"
"0x115f","2"
"0x116","1"
"0x1160","3"
"0x1161","2"
"0x1162","2"
"0x1163","1"
"0x1167","1"
"0x1168","1"
"0x1169","1"
"0x116a","3"
"0x116b","3"
"0x116c","1"
"0x116d","1"
"0x116e","2"
"0x116f","1"
"0x117","1"
"0x1170","1"
"0x1171","2"
"0x1172","1"
"0x1173","2"
"0x1174","2"
"0x1175","2"
"0x1179","1"
"0x117a","1"
"0x117d","1"
"0x117e","1"
"0x117f","1"
"0x118","1"
"0x119","1"
"0x1194","1"
"0x11c","1"
"0x11d","1"
"0x11e","2"
"0x11f","2"
"0x12","1"
"0x1200","3"
"0x1204","1"
"0x1207","1"
"0x1208","1"
"0x1209","4"
"0x120a","1"
"0x120b","2"
"0x120c","2"
"0x120d","1"
"0x120e","1"
"0x120f","3"
"0x1211","1"
"0x1212","2"
"0x1214","2"
"0x1215","1"
"0x1218","1"
"0x1219","3"
"0x121a","2"
"0x121b","3"
"0x121d","3"
"0x122","1"
"0x1220","1"
"0x1221","2"
