"Measurement outcome","Frequency"
"00000000","86"
"00000001","17"
"00000010","22"
"00000011","91"
"00000100","30"
"00000101","104"
"00000110","111"
"00000111","27"
"00001000","35"
"00001001","83"
"00001010","130"
"00001011","38"
"00001100","115"
"00001101","30"
"00001110","24"
"00001111","103"
"00010000","2"
"00010111","1"
"00011000","2"
"00011011","1"
"00011101","1"
"00100000","94"
"00100001","23"
"00100010","26"
"00100011","80"
"00100100","23"
"00100101","101"
"00100110","95"
"00100111","22"
"00101000","30"
"00101001","106"
"00101010","125"
"00101011","24"
"00101100","111"
"00101101","29"
"00101110","27"
"00101111","104"
"00110000","1"
"00110101","1"
"00111100","1"
"00111110","1"
"00111111","1"
"01000000","91"
"01000001","24"
"01000010","25"
"01000011","78"
"01000100","31"
"01000101","90"
"01000110","109"
"01000111","26"
"01001000","19"
"01001001","113"
"01001010","109"
"01001011","26"
"01001100","86"
"01001101","32"
"01001110","23"
"01001111","107"
"01010011","1"
"01100000","83"
"01100001","18"
"01100010","33"
"01100011","96"
"01100100","37"
"01100101","106"
"01100110","81"
"01100111","33"
"01101000","28"
"01101001","100"
"01101010","97"
"01101011","28"
"01101100","133"
"01101101","25"
"01101110","23"
"01101111","101"
"01110011","2"
"10000000","103"
"10000001","26"
"10000010","23"
"10000011","109"
"10000100","24"
"10000101","90"
"10000110","109"
"10000111","19"
"10001000","28"
"10001001","100"
"10001010","97"
"10001011","22"
"10001100","109"
"10001101","31"
"10001110","32"
"10001111","107"
"10010011","1"
"10010101","1"
"10010110","2"
"10010111","1"
"10100000","112"
"10100001","16"
"10100010","17"
"10100011","88"
"10100100","16"
"10100101","110"
"10100110","109"
"10100111","24"
"10101000","24"
"10101001","114"
"10101010","110"
"10101011","22"
"10101100","92"
"10101101","36"
"10101110","31"
"10101111","101"
"10110010","1"
"10111000","1"
"10111010","1"
"10111011","1"
"11000000","104"
"11000001","21"
"11000010","20"
"11000011","94"
"11000100","15"
"11000101","108"
"11000110","83"
"11000111","22"
"11001000","29"
"11001001","107"
"11001010","114"
"11001011","23"
"11001100","98"
"11001101","19"
"11001110","22"
"11001111","118"
"11011001","1"
"11011010","1"
"11100000","83"
"11100001","19"
"11100010","21"
"11100011","99"
"11100100","27"
"11100101","100"
"11100110","108"
"11100111","26"
"11101000","29"
"11101001","112"
"11101010","88"
"11101011","28"
"11101100","122"
"11101101","32"
"11101110","34"
"11101111","108"
"11110010","1"
"11110101","1"
"11110111","1"
"11111001","1"
"11111101","1"
