"Measurement outcome","Frequency"
"000000","364"
"000001","35"
"000010","32"
"000011","425"
"000100","34"
"000101","431"
"000110","467"
"000111","31"
"001000","1"
"001011","2"
"001110","3"
"010000","396"
"010001","41"
"010010","43"
"010011","413"
"010100","30"
"010101","503"
"010110","444"
"010111","40"
"011011","4"
"011101","1"
"011110","1"
"100000","463"
"100001","57"
"100010","55"
"100011","528"
"100100","55"
"100101","509"
"100110","532"
"100111","59"
"101011","1"
"101101","3"
"101110","1"
"101111","1"
"110000","450"
"110001","54"
"110010","52"
"110011","474"
"110100","67"
"110101","494"
"110110","506"
"110111","82"
"111010","1"
"111011","4"
"111100","1"
"111110","1"
"111111","1"
