"Measurement outcome","Frequency"
"0x10","1"
"0x1000d","1"
"0x10012","1"
"0x10018","1"
"0x1001b","1"
"0x1001f","1"
"0x1002e","1"
"0x10032","1"
"0x1004d","1"
"0x10052","1"
"0x10063","1"
"0x1006b","1"
"0x10074","1"
"0x1007c","1"
"0x100ad","1"
"0x100c","1"
"0x100c1","1"
"0x100e2","1"
"0x100f9","1"
"0x10107","1"
"0x10112","1"
"0x10120","1"
"0x1012b","2"
"0x10134","1"
"0x10145","1"
"0x10149","1"
"0x1018","1"
"0x101a7","1"
"0x101b9","1"
"0x101c6","1"
"0x101d0","1"
"0x101d4","1"
"0x103f","1"
"0x10413","1"
"0x10426","1"
"0x10430","1"
"0x1044b","1"
"0x1046f","1"
"0x1048","1"
"0x10486","1"
"0x1048a","1"
"0x1048c","1"
"0x1049","1"
"0x10498","1"
"0x104a","1"
"0x104b7","1"
"0x104cc","1"
"0x104e3","1"
"0x10510","1"
"0x10518","1"
"0x10541","2"
"0x1054d","1"
"0x10554","1"
"0x1055b","1"
"0x10563","1"
"0x10566","2"
"0x1056a","1"
"0x1056e","1"
"0x10570","1"
"0x1057e","1"
"0x1058a","1"
"0x1058f","1"
"0x105b4","1"
"0x105b9","1"
"0x105c7","1"
"0x105d9","1"
"0x105e5","1"
"0x105ec","1"
"0x10816","1"
"0x10820","1"
"0x1082a","1"
"0x1082c","1"
"0x10834","1"
"0x10850","1"
"0x10860","1"
"0x10865","1"
"0x10866","1"
"0x10871","1"
"0x10877","1"
"0x10879","1"
"0x10889","1"
"0x108ad","1"
"0x108c0","1"
"0x108ce","1"
"0x108ef","1"
"0x10909","1"
"0x10913","1"
"0x1091e","1"
"0x10949","1"
"0x10953","1"
"0x1096e","1"
"0x109af","1"
"0x109e","1"
"0x10a2","1"
"0x10aec","1"
"0x10b","1"
"0x10b04","1"
"0x10b1","1"
"0x10c09","1"
"0x10c0a","1"
"0x10c0d","1"
"0x10c0f","1"
"0x10c24","1"
"0x10c26","1"
"0x10c31","1"
"0x10c43","1"
"0x10c66","1"
"0x10c6a","1"
"0x10ca6","1"
"0x10cc1","1"
"0x10cca","1"
"0x10ccf","1"
"0x10d02","1"
"0x10d08","1"
"0x10d0b","1"
"0x10d16","1"
"0x10d19","1"
"0x10d23","1"
"0x10d41","1"
"0x10d47","1"
"0x10d5b","1"
"0x10d60","1"
"0x10d62","1"
"0x10d6e","1"
"0x10d7c","1"
"0x10d81","1"
"0x10d9c","1"
"0x10da0","1"
"0x10daf","1"
"0x10dc","1"
"0x10ddd","1"
"0x10ded","1"
"0x11008","1"
"0x1100b","1"
"0x11010","1"
"0x1101f","1"
"0x1103a","1"
"0x11050","1"
"0x11055","1"
"0x1105a","1"
"0x1105e","1"
"0x11060","1"
"0x11066","1"
"0x1107f","1"
"0x1108b","1"
"0x110c0","1"
"0x11100","1"
"0x1110c","1"
"0x1110d","1"
"0x11119","1"
"0x1111d","1"
"0x11123","1"
"0x1112f","1"
"0x11135","1"
"0x1114","1"
"0x11146","1"
"0x11161","1"
"0x1116e","1"
"0x11172","1"
"0x11176","1"
"0x1118a","1"
"0x111a0","1"
"0x111ac","1"
"0x1121","1"
"0x112c","1"
"0x1130","1"
"0x1131","1"
"0x1138","1"
"0x113d","1"
"0x11421","1"
"0x11427","1"
"0x11430","1"
"0x11433","1"
"0x11437","1"
"0x11448","1"
"0x1144f","1"
"0x11467","1"
"0x11488","1"
"0x114a1","1"
"0x114a4","1"
"0x114a5","1"
"0x114b8","1"
"0x114d9","1"
"0x114dc","1"
"0x114e4","1"
"0x11501","1"
"0x11506","1"
"0x11509","1"
"0x1150a","1"
"0x1150b","1"
"0x1151e","1"
"0x1152d","1"
"0x1152f","1"
"0x1154c","1"
"0x1155e","1"
"0x11567","1"
"0x11575","1"
"0x11593","1"
"0x115b0","1"
"0x115bb","1"
"0x115cf","1"
"0x115e1","1"
"0x115e6","1"
"0x115f1","1"
"0x115f4","1"
"0x115fb","1"
"0x1165","1"
"0x1181","1"
"0x11815","1"
"0x1181d","1"
"0x1181e","1"
"0x1182","1"
"0x11822","1"
"0x11827","1"
"0x11829","1"
"0x11830","1"
"0x11840","1"
"0x11843","1"
"0x11859","1"
"0x1185d","1"
"0x11887","1"
"0x118c3","1"
"0x118c6","1"
"0x118e0","1"
"0x118ee","1"
"0x1190d","1"
"0x1190e","1"
"0x1191c","1"
"0x11921","1"
"0x1192c","2"
"0x11932","1"
"0x11950","1"
"0x1195c","1"
"0x11965","1"
"0x1196a","1"
"0x11975","1"
"0x11978","1"
"0x1197d","1"
"0x1198b","1"
"0x11999","1"
"0x1199f","1"
"0x119ab","1"
"0x119b","1"
"0x119b6","1"
"0x119b8","1"
"0x119db","1"
"0x119e6","1"
"0x119ee","1"
"0x11b22","1"
"0x11c08","1"
"0x11c0e","1"
"0x11c1e","1"
"0x11c2","1"
"0x11c48","1"
"0x11c50","1"
"0x11c57","1"
"0x11c7f","1"
"0x11c8a","2"
"0x11c8c","1"
"0x11c8d","1"
"0x11cb6","1"
"0x11cc5","1"
"0x11ce7","1"
"0x11d0b","1"
"0x11d11","1"
"0x11d17","1"
"0x11d20","1"
"0x11d28","2"
"0x11d3","1"
"0x11d34","1"
"0x11d3e","1"
"0x11d41","1"
"0x11d59","1"
"0x11d5a","1"
"0x11d5c","1"
"0x11d67","2"
"0x11d6d","2"
"0x11d78","1"
"0x11d8d","2"
"0x11da9","1"
"0x11dc2","1"
"0x11dd3","1"
"0x11dd5","1"
"0x11de4","1"
"0x11dec","1"
"0x11def","1"
"0x11df2","1"
"0x11df8","1"
"0x11e9","1"
"0x11f2","1"
"0x1200f","1"
"0x12020","1"
"0x12046","1"
"0x12050","1"
"0x12054","1"
"0x1205a","1"
"0x1206a","1"
"0x1206e","1"
"0x1208f","1"
"0x120a2","1"
"0x120ba","1"
"0x120c4","1"
"0x120e7","1"
"0x121","1"
"0x12114","1"
"0x12118","1"
"0x1211c","1"
"0x12128","1"
"0x1212f","1"
"0x12134","1"
"0x1214a","2"
"0x1214b","1"
"0x12154","1"
"0x12158","1"
"0x1215e","1"
"0x1216f","1"
"0x12170","1"
"0x12175","1"
"0x12183","1"
"0x121a0","1"
"0x121a1","1"
"0x121cd","1"
"0x121d3","1"
"0x121f1","1"
"0x121f7","1"
"0x122","1"
"0x12403","1"
"0x12406","1"
"0x1240a","1"
"0x1241b","1"
"0x12421","1"
"0x12424","1"
"0x1246d","1"
"0x12487","1"
"0x1248b","1"
"0x124bb","1"
"0x124d7","2"
"0x124f1","1"
"0x12504","1"
"0x12505","1"
"0x12510","1"
"0x12512","1"
"0x1251c","1"
"0x12528","1"
"0x12529","1"
"0x1252c","1"
"0x12531","1"
"0x12538","1"
"0x12549","1"
"0x12550","1"
"0x12571","1"
"0x12573","1"
"0x1258a","1"
"0x1258c","1"
"0x125ab","1"
"0x125c3","1"
"0x125c7","1"
"0x12811","1"
"0x12826","1"
"0x12829","1"
"0x12833","1"
"0x12835","1"
"0x1283b","1"
"0x1284d","2"
"0x12866","2"
"0x12876","1"
"0x12886","1"
"0x1288c","1"
"0x128c7","1"
"0x128cc","1"
"0x128cd","1"
"0x128d0","1"
"0x128d4","1"
"0x128dc","1"
"0x128ec","1"
"0x128f1","1"
"0x128f9","1"
"0x12902","1"
"0x1290c","1"
"0x12910","1"
"0x12916","1"
"0x12924","1"
"0x12927","1"
"0x12938","1"
"0x1293d","1"
"0x12952","1"
"0x12973","2"
"0x12977","1"
"0x1297e","1"
"0x1299d","1"
"0x129a6","1"
"0x129c1","1"
"0x129e4","1"
"0x12c11","1"
"0x12c30","1"
"0x12c4c","1"
"0x12c59","1"
"0x12c62","1"
"0x12c65","1"
"0x12c6f","1"
"0x12c8c","1"
"0x12c96","1"
"0x12c98","1"
"0x12cb3","1"
"0x12d10","1"
"0x12d1b","1"
"0x12d24","1"
"0x12d2d","1"
"0x12d31","1"
"0x12d35","1"
"0x12d47","1"
"0x12d48","1"
"0x12d55","1"
"0x12d9e","1"
"0x12da0","1"
"0x12da1","1"
"0x12daf","2"
"0x12db0","1"
"0x12dce","1"
"0x12de0","1"
"0x12dfa","1"
"0x13005","1"
"0x1300f","1"
"0x13021","2"
"0x1303d","1"
"0x1303e","1"
"0x13049","1"
"0x1305d","1"
"0x13068","1"
"0x1307e","1"
"0x1308b","1"
"0x1308c","1"
"0x130ad","1"
"0x130af","1"
"0x130be","1"
"0x130c9","1"
"0x130d4","1"
"0x130e3","1"
"0x130e8","1"
"0x130f1","1"
"0x13100","2"
"0x13105","1"
"0x1310a","1"
"0x13117","1"
"0x13134","1"
"0x13144","1"
"0x1315c","1"
"0x13169","1"
"0x13172","1"
"0x1317c","1"
"0x1319e","1"
"0x131a2","1"
"0x131a8","1"
"0x131ad","1"
"0x131cf","1"
"0x131d1","1"
"0x131d4","1"
"0x131de","1"
"0x131e4","1"
"0x131f4","1"
"0x1340b","1"
"0x13419","1"
"0x1341e","1"
"0x13422","1"
"0x13437","1"
"0x1343b","1"
"0x1343c","1"
"0x1343f","1"
"0x1345b","1"
"0x1346a","1"
"0x13471","1"
"0x1347a","1"
"0x13481","1"
"0x13495","1"
"0x134a1","1"
"0x134a4","1"
"0x134a8","1"
"0x134ab","1"
"0x134b1","1"
"0x134d3","1"
"0x134e2","1"
