"Measurement outcome","Frequency"
"000000","441"
"000001","92"
"000010","44"
"000011","596"
"000100","43"
"000101","511"
"000110","413"
"000111","163"
"001010","1"
"001011","2"
"001101","1"
"010000","360"
"010001","118"
"010010","99"
"010011","260"
"010100","63"
"010101","411"
"010110","357"
"010111","87"
"011000","1"
"011010","1"
"011011","2"
"011110","1"
"100000","417"
"100001","91"
"100010","39"
"100011","616"
"100100","27"
"100101","597"
"100110","471"
"100111","167"
"101000","2"
"101011","2"
"101101","2"
"101110","1"
"101111","2"
"110000","324"
"110001","108"
"110010","86"
"110011","263"
"110100","70"
"110101","393"
"110110","354"
"110111","90"
"111010","2"
"111110","1"
