"Measurement outcome","Frequency"
"0x10090","1"
"0x100de","1"
"0x100e0","1"
"0x100f5","1"
"0x1015","1"
"0x10166","1"
"0x101fe","1"
"0x1022a","1"
"0x1024e","1"
"0x1026","1"
"0x10265","1"
"0x10279","1"
"0x102b","1"
"0x102e1","1"
"0x10347","1"
"0x10365","1"
"0x1038d","1"
"0x103a0","1"
"0x103a7","1"
"0x1063","1"
"0x10801","1"
"0x1082c","1"
"0x108ac","1"
"0x10920","1"
"0x1094a","1"
"0x109d9","1"
"0x10a38","1"
"0x10a9a","1"
"0x10b00","1"
"0x10b1","1"
"0x10b60","1"
"0x10bdf","1"
"0x10c5","1"
"0x10ea","1"
"0x1102","1"
"0x1105d","1"
"0x11067","1"
"0x1108b","1"
"0x110cb","1"
"0x110ce","1"
"0x110d4","1"
"0x110ef","1"
"0x11148","1"
"0x11191","1"
"0x111b1","1"
"0x111b2","2"
"0x111cb","1"
"0x111cd","1"
"0x111f","1"
"0x111fc","1"
"0x11211","1"
"0x11240","1"
"0x1129e","1"
"0x112b0","1"
"0x11311","1"
"0x113e0","1"
"0x1152","1"
"0x116f","1"
"0x11804","1"
"0x1185d","1"
"0x118e4","1"
"0x11909","1"
"0x11963","1"
"0x11978","1"
"0x119ce","1"
"0x119dd","1"
"0x119fd","1"
"0x11a2e","1"
"0x11a39","1"
"0x11a81","1"
"0x11ab1","1"
"0x11ad4","1"
"0x11b00","1"
"0x11ba3","1"
"0x11bad","1"
"0x11bd3","1"
"0x11be1","1"
"0x11d2","1"
"0x11ea","1"
"0x12017","1"
"0x12055","1"
"0x12059","1"
"0x12068","1"
"0x12071","1"
"0x120d","1"
"0x1212e","1"
"0x121cd","1"
"0x121e7","1"
"0x1224f","1"
"0x1225a","1"
"0x1227","1"
"0x122b","1"
"0x122cb","1"
"0x12353","1"
"0x12379","1"
"0x123c0","1"
"0x1240","1"
"0x1279","1"
"0x12830","1"
"0x1288","1"
"0x1292f","1"
"0x129e1","1"
"0x12a3a","1"
"0x12a7","1"
"0x12ad0","1"
"0x12b29","1"
"0x12b6d","1"
"0x12b91","1"
"0x12bc8","1"
"0x12ff","1"
"0x1303b","1"
"0x1307","1"
"0x1307d","1"
"0x13103","1"
"0x1315b","1"
"0x13166","1"
"0x131b4","1"
"0x131e6","1"
"0x13253","1"
"0x13260","1"
"0x132f","1"
"0x132fe","1"
"0x13304","1"
"0x1331","1"
"0x1332f","1"
"0x133e6","1"
"0x135f","1"
"0x13800","1"
"0x13821","1"
"0x13825","1"
"0x13964","1"
"0x1396b","1"
"0x13998","1"
"0x139e9","1"
"0x13abc","1"
"0x13ae5","1"
"0x13b14","1"
"0x13b2a","1"
"0x13b50","1"
"0x13ba4","1"
"0x13c3","1"
"0x13c4","1"
"0x1402e","1"
"0x14061","1"
"0x1406a","1"
"0x140e2","1"
"0x14158","1"
"0x14174","1"
"0x14261","1"
"0x1427e","1"
"0x14280","1"
"0x142a6","1"
"0x142eb","1"
"0x14329","1"
"0x14360","1"
"0x143f7","1"
"0x14861","1"
"0x148c1","1"
"0x148ec","1"
"0x14a59","1"
"0x14a60","1"
"0x14b11","1"
"0x14b26","1"
"0x14be9","1"
"0x14f","1"
"0x1500a","1"
"0x15027","1"
"0x150c2","1"
"0x150ff","1"
"0x15145","1"
"0x15156","1"
"0x1516e","1"
"0x15190","1"
"0x151a2","1"
"0x151bb","1"
"0x151d5","1"
"0x151d8","1"
"0x151f1","1"
"0x1525d","1"
"0x1526b","1"
"0x1530e","1"
"0x15327","1"
"0x15328","1"
"0x15343","1"
"0x15391","1"
"0x153c4","1"
"0x153e4","1"
"0x153f4","1"
"0x1581d","1"
"0x158e1","1"
"0x15909","1"
"0x15928","1"
"0x159a2","1"
"0x159dd","1"
"0x15a0d","1"
"0x15a15","1"
"0x15a51","1"
"0x15aa5","1"
"0x15b0c","1"
"0x15b2c","1"
"0x15b30","1"
"0x15b58","1"
"0x15bec","1"
"0x15bed","1"
"0x16007","1"
"0x16083","1"
"0x1608f","1"
"0x160b7","1"
"0x160bb","1"
"0x160fd","1"
"0x16128","1"
"0x16149","1"
"0x16153","1"
"0x16165","1"
"0x161ef","1"
"0x162","1"
"0x1621e","1"
"0x1625f","1"
"0x1626a","1"
"0x16276","1"
"0x162a5","1"
"0x162c8","1"
"0x162f0","1"
"0x1633e","1"
"0x163b2","1"
"0x165","1"
"0x16808","1"
"0x1684a","1"
"0x16886","1"
"0x1694f","1"
"0x169b0","1"
"0x169bc","1"
"0x16a5c","1"
"0x16a9f","1"
"0x16ac4","1"
"0x16b14","1"
"0x16b42","1"
"0x16b88","1"
"0x170","1"
"0x1703f","1"
"0x17041","1"
"0x17045","1"
"0x17047","1"
"0x17072","1"
"0x170b7","1"
"0x170bc","1"
"0x170de","1"
"0x17141","1"
"0x17164","1"
"0x1716c","1"
"0x171c7","1"
"0x171d7","1"
"0x17213","1"
"0x17244","1"
"0x1725d","1"
"0x1725f","1"
"0x17288","1"
"0x172a4","1"
"0x172c7","1"
"0x172e3","1"
"0x17338","1"
"0x175","1"
"0x17845","1"
"0x1785a","1"
"0x1794d","1"
"0x1795a","1"
"0x17988","1"
"0x179d7","1"
