"Measurement outcome","Frequency"
"0x10002","1"
"0x10007","1"
"0x10008","1"
"0x10012","1"
"0x10025","1"
"0x1002a","1"
"0x1002c","1"
"0x10034","1"
"0x10043","1"
"0x10076","2"
"0x10081","1"
"0x10093","1"
"0x10099","1"
"0x100a8","2"
"0x100ac","1"
"0x100b1","1"
"0x100b5","1"
"0x100ce","1"
"0x100fc","1"
"0x10101","1"
"0x10105","1"
"0x10122","1"
"0x1012b","1"
"0x10136","1"
"0x1014b","1"
"0x1016b","1"
"0x1017a","1"
"0x10181","1"
"0x1018c","1"
"0x101aa","1"
"0x101b0","1"
"0x101d","1"
"0x101e2","1"
"0x101f0","1"
"0x101f8","1"
"0x1022","1"
"0x1032","1"
"0x1035","1"
"0x103d","1"
"0x10419","1"
"0x1041c","1"
"0x10420","1"
"0x1044f","1"
"0x1047c","1"
"0x10490","1"
"0x104be","1"
"0x104e0","1"
"0x104e6","1"
"0x104f3","1"
"0x10506","1"
"0x1050a","1"
"0x10522","1"
"0x10564","1"
"0x105a2","1"
"0x105a4","1"
"0x105bd","1"
"0x105c7","1"
"0x105e6","1"
"0x105f7","1"
"0x105fd","1"
"0x10809","1"
"0x1081d","1"
"0x1082","1"
"0x1084d","1"
"0x10873","1"
"0x10876","1"
"0x10877","1"
"0x10882","1"
"0x10883","1"
"0x10885","1"
"0x108a6","1"
"0x108a8","1"
"0x108cb","1"
"0x108df","1"
"0x10908","1"
"0x10920","1"
"0x10942","1"
"0x1095d","1"
"0x10960","1"
"0x10964","1"
"0x10966","1"
"0x10979","1"
"0x10990","1"
"0x109a5","1"
"0x109a8","1"
"0x109ad","1"
"0x109b4","1"
"0x109c3","1"
"0x109d2","1"
"0x109eb","1"
"0x10a","1"
"0x10c06","1"
"0x10c0d","1"
"0x10c12","1"
"0x10c49","1"
"0x10c52","1"
"0x10c6","1"
"0x10c7f","1"
"0x10c8d","1"
"0x10c9","1"
"0x10c99","1"
"0x10caa","1"
"0x10cac","1"
"0x10cae","1"
"0x10caf","1"
"0x10cca","1"
"0x10cdb","1"
"0x10ce4","1"
"0x10d0e","1"
"0x10d2e","1"
"0x10d39","1"
"0x10d52","1"
"0x10d7f","1"
"0x10d9b","1"
"0x10da1","1"
"0x10ddd","1"
"0x10de4","1"
"0x10ded","1"
"0x10e1","1"
"0x10e4","1"
"0x10eb","1"
"0x10ee","1"
"0x11005","1"
"0x11026","1"
"0x11029","1"
"0x1102a","1"
"0x11033","1"
"0x1103e","1"
"0x1107","1"
"0x11072","1"
"0x1107c","1"
"0x1108f","1"
"0x1109b","1"
"0x110a7","1"
"0x110dd","1"
"0x110f2","1"
"0x11102","1"
"0x1110e","1"
"0x1113d","1"
"0x1114e","1"
"0x11155","1"
"0x11158","1"
"0x11168","1"
"0x11170","1"
"0x11173","1"
"0x1118d","1"
"0x11197","1"
"0x1119c","1"
"0x111ba","1"
"0x111d","1"
"0x111d8","1"
"0x111eb","1"
"0x112c","1"
"0x1139","1"
"0x1143d","1"
"0x11442","1"
"0x11453","1"
"0x1145b","1"
"0x1145f","1"
"0x11461","1"
"0x1146e","1"
"0x1148f","1"
"0x11499","1"
"0x1149f","1"
"0x114a2","1"
"0x114ba","1"
"0x114c9","1"
"0x1151b","1"
"0x11523","1"
"0x1153f","1"
"0x11558","1"
"0x115b0","1"
"0x115ba","1"
"0x115c2","1"
"0x115d","1"
"0x115d2","1"
"0x115df","1"
"0x115e3","2"
"0x117e","1"
"0x11802","1"
"0x1181e","1"
"0x11825","1"
"0x11827","2"
"0x1183d","1"
"0x11844","1"
"0x11858","1"
"0x11868","1"
"0x1186e","1"
"0x11885","1"
"0x11893","1"
"0x118a2","1"
"0x118c7","1"
"0x118e1","1"
"0x118f8","1"
"0x1190b","1"
"0x1191e","1"
"0x11928","2"
"0x1192b","1"
"0x1193f","1"
"0x1195a","1"
"0x11964","1"
"0x1196b","2"
"0x1196c","1"
"0x1199d","1"
"0x119a9","1"
"0x119cb","1"
"0x11a","1"
"0x11b4","1"
"0x11bd","1"
"0x11c06","1"
"0x11c0f","1"
"0x11c2b","1"
"0x11c32","1"
"0x11c36","1"
"0x11c42","1"
"0x11c43","1"
"0x11c44","1"
"0x11c47","1"
"0x11c5a","1"
"0x11c62","2"
"0x11c77","2"
"0x11c96","1"
"0x11c9d","1"
"0x11cae","1"
"0x11cba","1"
"0x11cc1","1"
"0x11ccd","2"
"0x11ccf","1"
"0x11cd0","1"
"0x11cd9","1"
"0x11cea","1"
"0x11cef","1"
"0x11cfb","1"
"0x11d04","1"
"0x11d0a","1"
"0x11d32","1"
"0x11d49","1"
"0x11d57","1"
"0x11d69","1"
"0x11d85","1"
"0x11d90","1"
"0x11d94","1"
"0x11d97","1"
"0x11db","1"
"0x11dc0","1"
"0x11dc2","1"
"0x11dc7","1"
"0x11dd4","1"
"0x11de2","1"
"0x12004","1"
"0x12017","1"
"0x12020","1"
"0x12036","1"
"0x12045","1"
"0x12077","1"
"0x12079","1"
"0x120a0","1"
"0x120ab","1"
"0x120b5","1"
"0x120c2","1"
"0x120c8","1"
"0x120f7","1"
"0x120fd","1"
"0x12120","1"
"0x12122","1"
"0x12134","1"
"0x1213d","1"
"0x12143","1"
"0x12145","1"
"0x12169","1"
"0x1216a","1"
"0x12190","1"
"0x12197","1"
"0x121ac","1"
"0x121c4","1"
"0x121d0","1"
"0x12338","1"
"0x12406","1"
"0x1240a","1"
"0x12412","1"
"0x1241e","1"
"0x12431","1"
"0x1243e","2"
"0x1245f","1"
"0x1246d","1"
"0x12488","1"
"0x1249e","1"
"0x1249f","1"
"0x124da","1"
"0x124e9","1"
"0x124ea","1"
"0x124ed","1"
"0x12568","1"
"0x1259e","1"
"0x125aa","1"
"0x125c7","1"
"0x125cb","1"
"0x125dd","1"
"0x125f1","1"
"0x12807","1"
"0x12811","1"
"0x12815","1"
"0x12836","1"
"0x1283a","1"
"0x1283f","1"
"0x12844","1"
"0x12847","1"
"0x12864","1"
"0x1286b","1"
"0x1287e","2"
"0x1287f","1"
"0x12891","1"
"0x128a2","1"
"0x128a9","1"
"0x128b6","1"
"0x128be","1"
"0x128ce","1"
"0x128ea","1"
"0x12909","1"
"0x1291c","1"
"0x12921","1"
"0x12925","1"
"0x1292b","1"
"0x1293c","1"
"0x12948","1"
"0x1294c","1"
"0x12975","1"
"0x1298d","1"
"0x129d4","1"
"0x129db","1"
"0x129f9","1"
"0x129fa","1"
"0x12c0a","1"
"0x12c0b","1"
"0x12c14","1"
"0x12c15","1"
"0x12c1c","1"
"0x12c1e","1"
"0x12c1f","1"
"0x12c24","1"
"0x12c3e","1"
"0x12c4c","1"
"0x12c71","1"
"0x12c82","1"
"0x12c99","2"
"0x12c9d","1"
"0x12c9e","1"
"0x12cb5","1"
"0x12cb6","1"
"0x12cc0","1"
"0x12ce8","1"
"0x12ce9","1"
"0x12cf8","1"
"0x12cfb","1"
"0x12cfe","2"
"0x12d06","1"
"0x12d1e","1"
"0x12d25","1"
"0x12d3d","1"
"0x12d3f","1"
"0x12d49","1"
"0x12db5","1"
"0x12de3","1"
"0x12de4","1"
"0x12df2","1"
"0x12f","1"
"0x12f3d","1"
"0x13004","1"
"0x13008","1"
"0x13018","1"
"0x1301d","2"
"0x13034","1"
"0x1305c","1"
"0x13074","1"
"0x1308f","1"
"0x130a3","1"
"0x130da","1"
"0x130e2","1"
"0x130e7","1"
"0x13103","1"
"0x13107","1"
"0x13115","1"
"0x1314f","1"
"0x13170","1"
"0x13175","1"
"0x13184","1"
"0x131a8","1"
"0x131ab","1"
"0x131c0","1"
"0x131c6","1"
"0x131cc","1"
"0x131f5","1"
"0x131fc","1"
"0x1334","1"
"0x13406","1"
"0x1341a","1"
"0x13428","1"
"0x13493","1"
"0x134af","2"
"0x134b5","1"
"0x134d3","1"
"0x134d5","1"
"0x134e5","1"
"0x134eb","1"
"0x134ed","1"
"0x13500","1"
"0x1350a","1"
"0x13514","1"
"0x1351b","1"
"0x13528","1"
"0x13530","1"
"0x13534","2"
"0x1353e","1"
"0x13541","1"
"0x13555","1"
"0x1358a","1"
"0x13595","1"
"0x135e6","1"
"0x135e8","1"
"0x13804","1"
"0x1380d","1"
"0x13817","1"
"0x13824","1"
"0x13842","2"
"0x13851","1"
"0x13866","1"
