"Measurement outcome","Frequency"
"0x10021","1"
"0x10029a","1"
"0x100316","1"
"0x1003eb","1"
"0x10044","1"
"0x100680","1"
"0x1006b9","1"
"0x100719","1"
"0x100722","1"
"0x100746","1"
"0x1007ac","1"
"0x101095","1"
"0x1010b0","1"
"0x10121f","1"
"0x10122e","1"
"0x10135b","1"
"0x101420","1"
"0x1014b3","1"
"0x10158d","1"
"0x1015a6","1"
"0x102090","1"
"0x1021a7","1"
"0x1022","1"
"0x10221b","1"
"0x102406","1"
"0x102482","1"
"0x102496","1"
"0x1024a0","1"
"0x10258c","1"
"0x1025fc","1"
"0x1027dc","1"
"0x1027f1","1"
"0x102e7e","1"
"0x10309e","1"
"0x10324b","1"
"0x10343d","1"
"0x103597","1"
"0x10409a","1"
"0x1040d2","1"
"0x1040f7","1"
"0x104185","1"
"0x1041f8","1"
"0x10423f","1"
"0x1044d7","1"
"0x104669","1"
"0x1047d2","1"
"0x104bb","1"
"0x104eb","1"
"0x105085","1"
"0x1050d8","1"
"0x105373","1"
"0x105379","1"
"0x105502","1"
"0x1055d4","1"
"0x1055e6","1"
"0x1063c2","1"
"0x106489","1"
"0x1067e0","1"
"0x10741f","1"
"0x10745e","1"
"0x107560","1"
"0x107562","1"
"0x1075c4","1"
"0x10784","1"
"0x10809d","1"
"0x1080ba","1"
"0x1080c3","1"
"0x108174","1"
"0x1081ec","1"
"0x108409","1"
"0x108495","1"
"0x1084a2","1"
"0x1084af","1"
"0x1084cd","1"
"0x10864b","1"
"0x108780","1"
"0x10906e","1"
"0x109092","1"
"0x1090a9","1"
"0x109120","1"
"0x109371","1"
"0x1093ed","1"
"0x109467","1"
"0x1094e3","1"
"0x1095cb","1"
"0x1095d3","1"
"0x109649","1"
"0x10964b","1"
"0x10a103","1"
"0x10a1ca","1"
"0x10a22d","1"
"0x10a266","1"
"0x10a273","1"
"0x10a34c","1"
"0x10a3b0","1"
"0x10a44e","1"
"0x10a49b","1"
"0x10a4a7","1"
"0x10a4ca","1"
"0x10a7ca","1"
"0x10b092","1"
"0x10b241","1"
"0x10b26f","1"
"0x10b403","1"
"0x10b60b","1"
"0x10b69c","1"
"0x10b6a6","1"
"0x10c019","1"
"0x10c01d","1"
"0x10c3c2","1"
"0x10c424","1"
"0x10c4b4","1"
"0x10c539","1"
"0x10c6a1","2"
"0x10c7ac","1"
"0x10d063","1"
"0x10d1e3","1"
"0x10d348","1"
"0x10d48a","1"
"0x10d796","1"
"0x10d890","1"
"0x10e16a","1"
"0x10e1d2","1"
"0x10e42e","1"
"0x10e560","1"
"0x10e6f9","1"
"0x10e75b","1"
"0x10f170","1"
"0x10f1d2","1"
"0x10f794","1"
"0x110081","1"
"0x110206","1"
"0x11031d","1"
"0x11038b","1"
"0x1104c9","1"
"0x1106a2","1"
"0x1107","1"
"0x110740","1"
"0x110761","1"
"0x1110de","1"
"0x1113c8","1"
"0x111401","1"
"0x1114ff","1"
"0x111502","1"
"0x1115d2","1"
"0x111720","1"
"0x1117b9","1"
"0x1121e4","1"
"0x112323","1"
"0x1123b7","1"
"0x112443","1"
"0x11246a","1"
"0x1124a7","1"
"0x1124ef","1"
"0x11250a","1"
"0x1125a5","1"
"0x112631","1"
"0x112664","1"
"0x11269a","1"
"0x1126d1","1"
"0x1127ff","1"
"0x1131b6","1"
"0x113313","1"
"0x113356","1"
"0x1133df","1"
"0x1134dc","1"
"0x1137a2","1"
"0x11386","1"
"0x114015","1"
"0x11448e","1"
"0x1144c6","1"
"0x1144cc","1"
"0x1145d4","1"
"0x114684","1"
"0x11477f","1"
"0x114a3","1"
"0x11507c","1"
"0x115083","1"
"0x11539c","1"
"0x11542b","1"
"0x115734","1"
"0x1160f1","1"
"0x11612c","1"
"0x11613e","1"
"0x11621d","1"
"0x116272","1"
"0x1164bf","1"
"0x1166af","1"
"0x11677","1"
"0x1167e","1"
"0x11702f","1"
"0x1172b5","1"
"0x1175e1","1"
"0x1175e7","1"
"0x11797","1"
"0x1180f3","1"
"0x1180fa","1"
"0x11812a","1"
"0x118285","1"
"0x11828b","1"
"0x1182fa","1"
"0x11835d","1"
"0x1184bb","1"
"0x11856a","1"
"0x118671","1"
"0x118681","1"
"0x11935b","1"
"0x119540","1"
"0x11962b","1"
"0x11978b","1"
"0x11a1a5","1"
"0x11a1e8","1"
"0x11a241","1"
"0x11a287","1"
"0x11a293","1"
"0x11a2fa","1"
"0x11a455","1"
"0x11a484","1"
"0x11a4aa","1"
"0x11a566","1"
"0x11a5c2","1"
"0x11b01f","1"
"0x11b241","1"
"0x11b347","1"
"0x11b3cb","1"
"0x11b588","1"
"0x11b657","1"
"0x11c006","1"
"0x11c07a","1"
"0x11c125","1"
"0x11c149","1"
"0x11c1b3","1"
"0x11c52a","1"
"0x11c5ef","1"
"0x11c6f0","1"
"0x11c75c","1"
"0x11d1f0","1"
"0x11d44a","1"
"0x11d489","1"
"0x11d5e5","1"
"0x11e062","1"
"0x11e330","1"
"0x11e4a3","1"
"0x11e576","1"
"0x11e5af","1"
"0x11e65e","1"
"0x11f03f","1"
"0x11f040","1"
"0x11f0be","1"
"0x11f12d","1"
"0x11f2e3","1"
"0x11f304","1"
"0x11f35d","1"
"0x11f3ab","1"
"0x11f472","1"
"0x11f4ab","1"
"0x11f4dd","1"
"0x11f572","1"
"0x11f578","1"
"0x11f76e","1"
