"Measurement outcome","Frequency"
"0x0","13"
"0x10","15"
"0x100","10"
"0x102","16"
"0x104","10"
"0x106","16"
"0x107","1"
"0x108","13"
"0x10a","10"
"0x10c","13"
"0x10e","7"
"0x110","14"
"0x112","13"
"0x114","17"
"0x116","7"
"0x117","1"
"0x118","9"
"0x11a","4"
"0x11c","9"
"0x11e","7"
"0x12","2"
"0x120","14"
"0x121","3"
"0x122","11"
"0x123","2"
"0x124","13"
"0x125","1"
"0x126","12"
"0x128","10"
"0x12a","12"
"0x12c","12"
"0x12e","6"
"0x130","4"
"0x132","7"
"0x134","18"
"0x136","9"
"0x138","7"
"0x13a","11"
"0x13c","10"
"0x13d","1"
"0x13e","9"
"0x14","9"
"0x16","11"
"0x18","6"
"0x180","12"
"0x182","13"
"0x183","1"
"0x184","20"
"0x186","11"
"0x188","9"
"0x18a","6"
"0x18c","11"
"0x18d","1"
"0x18e","8"
"0x190","6"
"0x192","6"
"0x194","19"
"0x195","1"
"0x196","6"
"0x198","8"
"0x19a","2"
"0x19c","14"
"0x19e","7"
"0x1a","4"
"0x1a0","20"
"0x1a2","6"
"0x1a4","14"
"0x1a5","1"
"0x1a6","7"
"0x1a8","11"
"0x1aa","5"
"0x1ac","17"
"0x1ae","11"
"0x1b","1"
"0x1b0","7"
"0x1b2","4"
"0x1b4","12"
"0x1b6","10"
"0x1b8","8"
"0x1ba","4"
"0x1bc","9"
"0x1be","5"
"0x1c","9"
"0x1e","8"
"0x2","12"
"0x20","15"
"0x200","9"
"0x202","8"
"0x204","13"
"0x206","8"
"0x208","12"
"0x209","1"
"0x20a","11"
"0x20c","4"
"0x20e","7"
"0x210","1"
"0x212","5"
"0x214","4"
"0x216","3"
"0x218","8"
"0x21a","5"
"0x21c","7"
"0x21e","8"
"0x22","11"
"0x220","7"
"0x222","8"
"0x223","1"
"0x224","4"
"0x226","8"
"0x228","10"
"0x22a","6"
"0x22c","9"
"0x22e","8"
"0x230","4"
"0x232","9"
"0x234","9"
"0x236","9"
"0x238","3"
"0x23c","4"
"0x23e","6"
"0x24","12"
"0x242","1"
"0x26","4"
"0x262","1"
"0x28","12"
"0x280","11"
"0x282","5"
"0x284","8"
"0x286","3"
"0x288","7"
"0x28a","10"
"0x28c","7"
"0x28e","4"
"0x29","2"
"0x290","7"
"0x292","4"
"0x294","6"
"0x296","2"
"0x298","9"
"0x29a","2"
"0x29c","4"
"0x29e","2"
"0x2a","6"
"0x2a0","5"
"0x2a2","5"
"0x2a4","14"
"0x2a6","6"
"0x2a8","7"
"0x2aa","6"
"0x2ab","1"
"0x2ac","4"
"0x2ae","4"
"0x2b0","3"
"0x2b1","1"
"0x2b2","5"
"0x2b4","7"
"0x2b5","1"
"0x2b6","7"
"0x2b8","7"
"0x2ba","5"
"0x2bc","8"
"0x2be","1"
"0x2c","17"
"0x2e","6"
"0x2fe","1"
"0x30","13"
"0x300","13"
"0x302","6"
"0x303","1"
"0x304","6"
"0x306","9"
"0x308","7"
"0x309","1"
"0x30a","12"
"0x30c","11"
"0x30e","10"
"0x310","7"
"0x312","9"
"0x313","1"
"0x314","11"
"0x316","5"
"0x317","1"
"0x318","3"
"0x31a","7"
"0x31c","7"
"0x31e","2"
"0x32","9"
"0x320","10"
"0x322","3"
"0x324","14"
"0x326","7"
"0x328","5"
"0x32a","7"
"0x32c","8"
"0x32e","8"
"0x330","7"
"0x332","3"
"0x334","7"
"0x336","7"
"0x338","6"
"0x33a","8"
"0x33c","9"
"0x33e","6"
"0x34","9"
"0x36","4"
"0x37","1"
"0x38","14"
"0x380","7"
"0x382","6"
"0x384","8"
"0x386","5"
"0x388","2"
"0x38a","7"
"0x38c","15"
"0x38e","9"
"0x390","10"
"0x392","6"
"0x394","9"
"0x396","6"
"0x398","7"
"0x39a","5"
"0x39c","8"
"0x39e","5"
"0x3a","7"
"0x3a0","7"
"0x3a2","5"
"0x3a4","8"
"0x3a6","3"
"0x3a8","4"
"0x3aa","7"
"0x3ac","8"
"0x3ae","1"
"0x3b","1"
"0x3b0","9"
"0x3b2","5"
"0x3b4","6"
"0x3b6","6"
"0x3b8","12"
"0x3ba","4"
"0x3bb","1"
"0x3bc","9"
"0x3be","2"
"0x3c","9"
"0x3e","7"
"0x3f","1"
"0x4","9"
"0x400","2"
"0x402","4"
"0x404","6"
"0x405","1"
"0x406","7"
"0x408","5"
"0x40a","6"
"0x40c","9"
"0x40e","11"
"0x410","4"
"0x412","8"
"0x414","11"
"0x416","7"
"0x418","3"
"0x41a","8"
"0x41c","5"
"0x41d","1"
"0x41e","4"
"0x41f","1"
"0x420","14"
"0x422","11"
"0x424","8"
"0x426","10"
"0x428","6"
"0x42a","7"
"0x42c","15"
"0x42e","8"
"0x430","17"
"0x432","9"
"0x434","7"
"0x436","8"
"0x438","10"
"0x43a","4"
"0x43c","7"
"0x43e","11"
"0x444","1"
"0x480","8"
"0x481","1"
"0x482","7"
"0x484","12"
"0x486","10"
"0x488","6"
"0x48a","4"
"0x48c","9"
"0x48e","7"
"0x490","12"
"0x492","5"
"0x494","8"
"0x496","4"
"0x498","2"
"0x499","1"
"0x49a","3"
"0x49b","1"
"0x49c","10"
"0x49e","6"
"0x4a0","8"
"0x4a2","7"
"0x4a4","7"
"0x4a6","6"
"0x4a8","12"
"0x4aa","6"
"0x4ac","11"
"0x4ae","5"
"0x4b0","9"
"0x4b2","5"
"0x4b4","16"
"0x4b6","9"
"0x4b8","6"
"0x4ba","9"
"0x4bc","10"
"0x4be","4"
"0x4fc","1"
"0x500","12"
"0x502","10"
"0x504","20"
"0x505","1"
"0x506","12"
"0x508","7"
"0x50a","8"
"0x50b","1"
"0x50c","5"
"0x50e","4"
"0x510","11"
"0x512","14"
"0x514","9"
"0x516","9"
"0x518","12"
"0x51a","2"
"0x51c","3"
"0x51e","6"
"0x520","16"
"0x522","10"
"0x524","12"
"0x526","7"
"0x527","1"
"0x528","9"
"0x52a","12"
"0x52c","9"
"0x52e","7"
"0x530","7"
"0x532","3"
"0x534","6"
"0x536","8"
"0x538","15"
"0x53a","5"
"0x53c","13"
"0x53d","2"
"0x53e","5"
"0x558","1"
"0x55c","1"
"0x580","8"
"0x582","5"
"0x584","17"
"0x586","11"
"0x588","10"
"0x58a","4"
"0x58c","13"
"0x58e","4"
"0x58f","1"
"0x590","11"
"0x592","5"
"0x594","10"
"0x596","9"
"0x598","5"
"0x59a","3"
"0x59c","6"
"0x59d","1"
"0x59e","1"
"0x59f","1"
"0x5a0","5"
"0x5a2","2"
"0x5a4","14"
"0x5a6","9"
"0x5a8","6"
"0x5aa","9"
"0x5ac","5"
"0x5ae","3"
"0x5af","1"
"0x5b0","7"
"0x5b2","5"
"0x5b4","7"
"0x5b6","7"
"0x5b8","10"
"0x5ba","4"
"0x5bc","9"
"0x5be","3"
"0x5d2","1"
"0x5fc","1"
"0x6","8"
"0x600","7"
"0x602","3"
"0x604","7"
"0x606","4"
"0x608","4"
"0x60a","5"
"0x60c","7"
"0x60e","5"
"0x610","9"
"0x612","3"
"0x614","10"
"0x616","6"
"0x618","7"
"0x61a","4"
"0x61c","8"
"0x61e","3"
"0x620","6"
"0x622","6"
"0x624","8"
"0x626","5"
"0x628","6"
"0x62a","5"
"0x62b","1"
"0x62c","8"
"0x62e","8"
"0x630","5"
"0x632","6"
"0x634","8"
"0x636","5"
"0x638","5"
"0x63a","5"
"0x63c","6"
"0x63e","5"
"0x65c","1"
"0x680","10"
"0x682","2"
"0x684","7"
"0x688","6"
"0x68a","3"
"0x68c","7"
"0x68e","5"
"0x690","7"
"0x692","4"
"0x694","8"
"0x696","3"
"0x698","8"
"0x69a","3"
"0x69c","7"
"0x69e","3"
"0x6a0","7"
"0x6a2","3"
"0x6a4","7"
"0x6a6","6"
"0x6a8","5"
"0x6aa","3"
"0x6ac","7"
"0x6ae","2"
"0x6b0","13"
"0x6b2","3"
"0x6b4","5"
"0x6b6","4"
"0x6b8","6"
"0x6ba","3"
"0x6bc","7"
"0x6be","5"
"0x6f0","1"
"0x7","1"
"0x700","11"
"0x702","8"
"0x704","11"
"0x706","5"
"0x708","5"
"0x70a","1"
"0x70c","9"
"0x70e","3"
"0x710","5"
"0x712","6"
"0x714","4"
"0x716","6"
"0x717","1"
"0x718","5"
"0x71a","6"
"0x71c","5"
"0x71e","6"
"0x720","7"
"0x722","9"
"0x724","7"
"0x725","1"
"0x726","10"
"0x728","5"
"0x72a","1"
"0x72c","5"
"0x72e","7"
"0x730","6"
"0x732","5"
"0x734","4"
"0x736","3"
"0x738","7"
"0x73a","5"
"0x73c","4"
"0x73e","4"
"0x780","13"
"0x781","1"
"0x782","2"
"0x784","11"
"0x786","6"
"0x788","4"
"0x78a","5"
"0x78c","4"
"0x78e","5"
"0x790","13"
"0x792","4"
"0x794","5"
"0x795","1"
"0x796","4"
"0x798","5"
"0x79a","4"
"0x79c","5"
"0x79e","8"
"0x7a0","12"
"0x7a2","6"
"0x7a4","5"
"0x7a6","5"
"0x7a8","7"
"0x7aa","2"
"0x7ac","8"
"0x7ae","3"
"0x7b0","6"
"0x7b2","5"
"0x7b4","7"
"0x7b6","8"
"0x7b8","4"
"0x7ba","1"
"0x7bc","8"
"0x7be","7"
"0x8","7"
"0x80","17"
"0x800","18"
"0x801","1"
"0x802","10"
"0x804","17"
"0x805","1"
"0x806","13"
"0x808","5"
"0x80a","7"
"0x80c","15"
"0x80e","10"
"0x810","17"
"0x811","1"
"0x812","9"
"0x814","8"
"0x816","8"
"0x818","12"
"0x81a","11"
"0x81c","13"
"0x81e","10"
"0x82","11"
"0x820","15"
"0x821","1"
"0x822","14"
"0x823","1"
"0x824","11"
"0x826","12"
"0x827","1"
"0x828","13"
"0x82a","5"
"0x82c","18"
"0x82e","11"
"0x830","14"
"0x832","8"
"0x834","15"
"0x835","1"
"0x836","13"
"0x838","6"
"0x83a","7"
"0x83c","10"
"0x83d","1"
"0x83e","6"
"0x83f","1"
"0x84","20"
"0x86","7"
"0x88","3"
"0x880","23"
"0x882","8"
"0x884","13"
"0x886","13"
"0x888","19"
"0x889","1"
"0x88a","10"
"0x88c","17"
"0x88e","7"
"0x890","20"
"0x892","10"
"0x894","10"
"0x896","12"
"0x898","12"
"0x89a","7"
"0x89c","12"
"0x89e","2"
"0x8a","3"
"0x8a0","16"
"0x8a2","14"
"0x8a4","12"
