"Measurement outcome","Frequency"
"0x0","3"
"0x10","6"
"0x100","5"
"0x102","8"
"0x104","1"
"0x106","9"
"0x108","5"
"0x10a","16"
"0x10c","7"
"0x10e","9"
"0x110","6"
"0x112","12"
"0x114","8"
"0x116","4"
"0x118","7"
"0x11a","15"
"0x11c","7"
"0x11e","10"
"0x12","4"
"0x120","4"
"0x122","6"
"0x124","9"
"0x126","4"
"0x128","8"
"0x12a","16"
"0x12c","3"
"0x12e","7"
"0x130","7"
"0x132","12"
"0x134","7"
"0x136","6"
"0x137","1"
"0x138","5"
"0x13a","9"
"0x13c","4"
"0x13e","12"
"0x14","4"
"0x142","1"
"0x16","12"
"0x17a","1"
"0x18","8"
"0x180","6"
"0x182","9"
"0x184","2"
"0x186","3"
"0x188","6"
"0x18a","11"
"0x18c","5"
"0x18e","6"
"0x190","5"
"0x192","5"
"0x194","2"
"0x196","7"
"0x198","3"
"0x19a","10"
"0x19c","2"
"0x19e","13"
"0x1a","9"
"0x1a0","8"
"0x1a2","10"
"0x1a3","1"
"0x1a4","1"
"0x1a6","6"
"0x1a8","4"
"0x1aa","8"
"0x1ab","1"
"0x1ac","4"
"0x1ae","7"
"0x1b0","5"
"0x1b2","5"
"0x1b4","1"
"0x1b6","7"
"0x1b8","2"
"0x1ba","6"
"0x1bc","6"
"0x1be","7"
"0x1c","5"
"0x1e","17"
"0x2","6"
"0x20","3"
"0x200","6"
"0x202","5"
"0x204","2"
"0x206","5"
"0x208","6"
"0x20a","7"
"0x20c","5"
"0x20e","8"
"0x210","3"
"0x212","5"
"0x214","4"
"0x216","7"
"0x218","6"
"0x21a","6"
"0x21c","8"
"0x21e","18"
"0x22","10"
"0x220","5"
"0x222","1"
"0x224","5"
"0x226","6"
"0x228","5"
"0x22a","6"
"0x22c","2"
"0x22e","12"
"0x230","6"
"0x232","5"
"0x234","1"
"0x235","1"
"0x236","5"
"0x238","3"
"0x23a","13"
"0x23c","5"
"0x23e","11"
"0x23f","1"
"0x24","3"
"0x26","5"
