"Measurement outcome","Frequency"
"0x0","1"
"0x10","1"
"0x100","2"
"0x1002","1"
"0x1004","1"
"0x1006","5"
"0x1008","4"
"0x100c","2"
"0x100e","3"
"0x1010","1"
"0x1012","2"
"0x1016","2"
"0x101a","3"
"0x101c","1"
"0x101e","4"
"0x102","2"
"0x1022","1"
"0x1024","1"
"0x1026","1"
"0x1028","4"
"0x102a","1"
"0x102c","2"
"0x102e","1"
"0x1030","1"
"0x1032","4"
"0x1034","2"
"0x103a","2"
"0x103e","3"
"0x1040","1"
"0x1042","1"
"0x1044","2"
"0x1045","1"
"0x1048","4"
"0x104a","3"
"0x104c","1"
"0x104e","3"
"0x1050","4"
"0x1052","2"
"0x1054","1"
"0x1056","4"
"0x105a","2"
"0x105e","2"
"0x106","6"
"0x1062","2"
"0x1064","3"
"0x1066","2"
"0x106a","4"
"0x106c","1"
"0x106e","3"
"0x1070","1"
"0x1071","1"
"0x1072","1"
"0x1074","3"
"0x1076","1"
"0x1078","2"
"0x107a","2"
"0x107e","4"
"0x108","3"
"0x10a","4"
"0x10c","2"
"0x10de","1"
"0x10e","6"
"0x110","4"
"0x1102","5"
"0x1104","2"
"0x1106","3"
"0x110a","4"
"0x110c","1"
"0x110e","3"
"0x1110","2"
"0x1112","5"
"0x1114","2"
"0x1116","4"
"0x1118","7"
"0x111a","3"
"0x111c","2"
"0x111e","8"
"0x112","6"
"0x1120","1"
"0x1122","5"
"0x1128","1"
"0x112a","3"
"0x112c","1"
"0x1132","6"
"0x1134","1"
"0x1138","2"
"0x113a","8"
"0x113c","4"
"0x113e","4"
"0x114","1"
"0x1140","1"
"0x1142","6"
"0x1143","1"
"0x1144","3"
"0x1146","1"
"0x1148","2"
"0x114a","1"
"0x114c","2"
"0x114e","4"
"0x1150","3"
"0x1152","2"
"0x1154","2"
"0x1156","2"
"0x1158","3"
"0x115a","3"
"0x115c","3"
"0x115e","5"
"0x116","2"
"0x1160","1"
"0x1164","4"
"0x1166","3"
"0x1168","1"
"0x116a","3"
"0x116c","1"
"0x116e","4"
"0x1172","3"
"0x1174","1"
"0x1176","2"
"0x1178","3"
"0x117a","3"
"0x117c","1"
"0x117e","5"
"0x118","6"
"0x11a","2"
"0x11c","1"
"0x11e","5"
"0x11fa","1"
"0x12","1"
"0x120","1"
"0x1200","1"
"0x1202","3"
"0x1206","1"
"0x1208","2"
"0x120a","1"
"0x120c","3"
"0x1210","2"
"0x1212","6"
"0x1214","2"
"0x1216","2"
"0x1218","4"
"0x121a","3"
"0x121c","5"
"0x121e","2"
"0x1220","1"
"0x1222","2"
"0x1224","2"
"0x1226","1"
"0x1228","1"
"0x122a","1"
"0x122c","1"
"0x122e","3"
"0x1230","2"
"0x1232","2"
"0x1233","1"
"0x1236","1"
"0x1238","1"
"0x123a","2"
"0x123c","1"
"0x124","2"
"0x1240","2"
"0x1242","2"
"0x1244","1"
"0x1246","4"
"0x1248","1"
"0x124a","2"
"0x124b","1"
"0x124c","1"
"0x124e","5"
"0x1250","1"
"0x1252","2"
"0x1256","4"
"0x1258","6"
"0x125a","4"
"0x125e","2"
"0x1260","3"
"0x1262","1"
"0x1264","1"
"0x1266","1"
"0x1268","1"
"0x126a","3"
"0x126e","1"
"0x1270","2"
"0x1272","1"
"0x1274","2"
"0x1276","3"
"0x127a","4"
"0x127c","2"
"0x127e","2"
"0x128","2"
"0x12a","1"
"0x12c","3"
"0x12e","3"
"0x130","1"
"0x1300","1"
"0x1302","3"
"0x1304","1"
"0x1308","1"
"0x130a","4"
"0x130e","1"
"0x1312","3"
"0x1314","2"
"0x1316","2"
"0x1318","5"
"0x131a","1"
"0x131c","3"
"0x131e","3"
"0x132","2"
"0x1322","3"
"0x1324","1"
