"Measurement outcome","Frequency"
"0x0","1"
"0x1002","1"
"0x1008","1"
"0x100c","2"
"0x101a","2"
"0x102e","1"
"0x1030","1"
"0x1034","1"
"0x1036","1"
"0x1038","3"
"0x103c","1"
"0x1042","1"
"0x1044","1"
"0x1050","1"
"0x1052","1"
"0x1054","3"
"0x1058","1"
"0x105a","1"
"0x105c","1"
"0x1062","2"
"0x1068","1"
"0x106c","2"
"0x1074","2"
"0x1076","3"
"0x107a","3"
"0x107e","2"
"0x1096","1"
"0x1098","1"
"0x10a0","1"
"0x10a8","1"
"0x10ac","1"
"0x10b4","1"
"0x10b6","2"
"0x10b8","1"
"0x10c0","1"
"0x10c4","1"
"0x10c6","2"
"0x10ca","1"
"0x10ce","1"
"0x10d2","1"
"0x10d6","2"
"0x10d8","1"
"0x10da","1"
"0x10e0","1"
"0x10ec","1"
"0x10f6","2"
"0x10fa","1"
"0x112","1"
"0x12","1"
"0x1206","1"
"0x120c","1"
"0x1210","2"
"0x1214","1"
"0x1218","2"
"0x121a","1"
"0x121c","1"
"0x1226","1"
"0x1228","2"
"0x122c","1"
"0x122f","1"
"0x1230","1"
"0x1232","1"
"0x1234","1"
"0x1236","1"
"0x123a","1"
"0x123e","1"
"0x1248","1"
"0x124a","2"
"0x124c","1"
"0x1252","1"
"0x1254","1"
"0x1256","1"
"0x125a","4"
"0x125e","2"
"0x126e","3"
"0x1272","1"
"0x1274","1"
"0x1278","1"
"0x127a","1"
"0x127e","2"
"0x1290","1"
"0x1296","1"
"0x129c","1"
"0x129e","1"
"0x12ad","1"
"0x12b0","1"
"0x12b1","1"
"0x12b2","1"
"0x12b4","1"
"0x12b8","1"
"0x12c0","1"
"0x12c6","2"
"0x12ca","1"
"0x12cc","2"
"0x12d2","2"
"0x12d4","1"
"0x12da","3"
"0x12dc","1"
"0x12ee","1"
"0x12f2","2"
"0x12fa","2"
"0x12fe","1"
"0x14","1"
"0x1404","1"
"0x1406","1"
"0x1410","1"
"0x1412","1"
"0x1414","1"
"0x141c","4"
"0x142e","1"
"0x1430","2"
"0x1432","1"
"0x1438","1"
"0x1440","1"
"0x1442","1"
"0x144a","1"
"0x1450","2"
"0x1458","1"
"0x145c","1"
"0x1460","1"
"0x1466","1"
"0x1474","1"
"0x1476","2"
"0x1478","2"
"0x147a","1"
"0x147c","1"
"0x147e","1"
"0x1482","1"
"0x1484","2"
"0x148e","1"
"0x1494","2"
"0x149a","1"
"0x149c","1"
"0x149e","1"
"0x14a6","2"
"0x14b0","1"
"0x14b4","2"
"0x14b8","1"
"0x14bc","2"
"0x14c0","1"
"0x14c2","1"
"0x14c4","1"
"0x14ca","2"
"0x14d0","1"
"0x14d6","1"
"0x14d8","1"
"0x14dc","1"
"0x14e2","2"
"0x14ec","1"
"0x14ee","1"
"0x14f0","4"
"0x14f2","1"
"0x14f8","1"
"0x14fc","1"
"0x14fe","2"
"0x15aa","1"
"0x16","1"
"0x1608","1"
"0x160a","1"
"0x1610","1"
"0x1612","2"
"0x1618","1"
"0x161a","1"
"0x1620","1"
"0x1626","1"
