"Measurement outcome","Frequency"
"0x1008a","1"
"0x100ac","1"
"0x100ca","1"
"0x100d0","1"
"0x1011a","1"
"0x1016c","1"
"0x101c6","1"
"0x101d8","1"
"0x101fe","1"
"0x10204","1"
"0x10218","1"
"0x10234","1"
"0x10270","1"
"0x102c2","1"
"0x10304","1"
"0x1032c","1"
"0x103a2","1"
"0x103d4","1"
"0x105a","1"
"0x1086a","1"
"0x1088a","1"
"0x1089e","1"
"0x108aa","1"
"0x108b6","1"
"0x108ca","1"
"0x108d6","1"
"0x10950","1"
"0x109f8","2"
"0x109fe","1"
"0x10a34","1"
"0x10a52","1"
"0x10a64","2"
"0x10ad6","1"
"0x10b22","1"
"0x10b2e","1"
"0x10b5c","1"
"0x10b68","1"
"0x10ba0","1"
"0x10baa","1"
"0x10bf2","1"
"0x10dc","1"
"0x10ea","1"
"0x11096","1"
"0x110ca","1"
"0x11118","1"
"0x1114c","1"
"0x1116a","1"
"0x11174","1"
"0x11204","1"
"0x112c4","1"
"0x11304","1"
"0x11374","1"
"0x1138a","1"
"0x11394","1"
"0x11396","1"
"0x113c4","1"
"0x113c5","1"
"0x118d0","1"
"0x11948","1"
"0x11960","1"
"0x11978","1"
"0x11980","1"
"0x11982","1"
"0x11984","1"
"0x119a8","1"
"0x119fe","1"
"0x11a16","1"
"0x11a44","1"
"0x11a64","1"
"0x11a6e","1"
"0x11b14","1"
"0x11b4","1"
"0x11b48","1"
"0x11b6e","1"
"0x11bce","1"
"0x11bf8","1"
"0x12018","1"
"0x12028","1"
"0x12058","1"
"0x1207c","1"
"0x120e8","1"
"0x120ea","1"
"0x1212a","1"
"0x121e2","1"
"0x1228a","1"
"0x122b8","1"
"0x12348","1"
"0x12356","1"
"0x123be","1"
"0x123e4","1"
"0x1282c","1"
"0x12894","1"
"0x128d2","1"
"0x128e","1"
"0x1294a","1"
"0x12a6c","1"
"0x12a7e","1"
"0x12aa8","1"
"0x12aca","1"
"0x12b18","1"
"0x12b1a","1"
"0x12b20","1"
"0x12b3e","1"
"0x12b4e","1"
"0x12b7a","1"
"0x12b9c","1"
"0x12bae","1"
"0x12bd4","1"
"0x12bea","1"
"0x13008","1"
"0x13112","1"
"0x13162","1"
"0x13188","1"
"0x131c6","1"
"0x131d6","1"
"0x131f4","1"
"0x13290","1"
"0x132a2","1"
"0x132b5","1"
"0x132b6","1"
"0x132ce","1"
"0x132ec","1"
"0x132f4","1"
"0x1330e","1"
"0x13348","1"
"0x1350","1"
"0x1356","1"
"0x138c0","1"
"0x138ee","1"
"0x13932","1"
"0x1393e","1"
"0x13942","1"
"0x13950","1"
"0x13968","1"
"0x139c","1"
"0x139f0","1"
"0x13a26","1"
"0x13a44","1"
"0x13a48","1"
"0x13ac6","1"
"0x13b82","1"
"0x13d2","1"
"0x1401c","1"
"0x14028","1"
"0x1403f","1"
"0x14072","1"
"0x140a4","2"
"0x140a6","1"
"0x14118","1"
"0x14180","1"
"0x141ea","1"
"0x1425e","1"
"0x1427e","1"
"0x142aa","1"
"0x142e2","1"
"0x14318","1"
"0x1435e","1"
"0x14398","1"
"0x143c8","1"
"0x14844","1"
"0x1485c","1"
"0x1487e","1"
"0x1488c","1"
"0x148d4","1"
"0x148da","1"
"0x148de","1"
"0x148e2","1"
"0x148fe","1"
"0x14958","1"
"0x14968","1"
"0x149c2","1"
"0x149ca","1"
"0x14a50","1"
"0x14af4","1"
"0x14b58","1"
"0x14b7a","1"
"0x14b88","1"
"0x14b92","1"
"0x15028","1"
"0x1504c","1"
"0x15080","1"
"0x15092","1"
"0x1512c","1"
"0x1514a","1"
"0x151ba","1"
"0x151bc","1"
"0x1524c","1"
"0x15268","1"
"0x15284","1"
"0x15372","1"
"0x15376","1"
"0x15386","1"
"0x1538e","1"
"0x15398","1"
"0x15848","1"
"0x15886","1"
"0x158b8","1"
"0x158bc","1"
"0x158d4","1"
"0x158e4","1"
"0x158ee","1"
"0x158fe","1"
"0x15920","1"
"0x1597c","1"
"0x15986","1"
"0x15a2d","1"
"0x15a62","1"
"0x15ab8","1"
"0x15af4","1"
"0x15b12","1"
"0x15b88","1"
"0x15b9c","1"
"0x15ba6","1"
