"Measurement outcome","Frequency"
"00000000","66"
"00000001","1"
"00000010","134"
"00000100","79"
"00000110","158"
"00000111","4"
"00001000","85"
"00001001","1"
"00001010","171"
"00001011","2"
"00001100","80"
"00001101","2"
"00001110","171"
"00001111","2"
"00010000","1"
"00011000","1"
"00011110","1"
"00100000","52"
"00100001","1"
"00100010","170"
"00100011","2"
"00100100","63"
"00100101","1"
"00100110","165"
"00100111","1"
"00101000","62"
"00101001","1"
"00101010","190"
"00101011","2"
"00101100","56"
"00101101","2"
"00101110","144"
"00110100","1"
"01000000","85"
"01000001","1"
"01000010","197"
"01000011","2"
"01000100","81"
"01000110","169"
"01000111","3"
"01001000","106"
"01001001","1"
"01001010","213"
"01001011","3"
"01001100","95"
"01001101","2"
"01001110","191"
"01001111","3"
"01010000","1"
"01010110","1"
"01011010","1"
"01100000","61"
"01100010","209"
"01100011","2"
"01100100","59"
"01100101","2"
"01100110","159"
"01100111","2"
"01101000","67"
"01101001","2"
"01101010","226"
"01101011","4"
"01101100","73"
"01101101","2"
"01101110","205"
"01101111","1"
"01110000","1"
"10000000","69"
"10000001","1"
"10000010","164"
"10000100","87"
"10000101","2"
"10000110","156"
"10000111","1"
"10001000","64"
"10001001","3"
"10001010","177"
"10001011","1"
"10001100","78"
"10001101","2"
"10001110","169"
"10001111","3"
"10010110","1"
"10011010","1"
"10100000","52"
"10100010","163"
"10100011","1"
"10100100","60"
"10100110","170"
"10101000","40"
"10101010","169"
"10101011","5"
"10101100","65"
"10101101","1"
"10101110","183"
"10101111","3"
"10110110","1"
"10111010","1"
"10111100","2"
"11000000","87"
"11000001","1"
"11000010","182"
"11000011","2"
"11000100","99"
"11000110","156"
"11000111","3"
"11001000","91"
"11001010","206"
"11001011","2"
"11001100","111"
"11001110","164"
"11001111","3"
"11010100","2"
"11011010","1"
"11100000","69"
"11100001","1"
"11100010","212"
"11100100","53"
"11100101","1"
"11100110","172"
"11100111","3"
"11101000","83"
"11101010","211"
"11101011","2"
"11101100","78"
"11101110","194"
"11101111","2"
"11110010","1"
"11111000","1"
"11111010","1"
"11111110","1"
