"Measurement outcome","Frequency"
"0x100060","1"
"0x1003f4","1"
"0x10058c","2"
"0x10073c","1"
"0x1007da","1"
"0x1008d6","1"
"0x1008e2","1"
"0x1009ec","1"
"0x100b2","1"
"0x100c5e","1"
"0x100cfe","1"
"0x100e3e","1"
"0x1024c6","1"
"0x102b62","1"
"0x102b70","1"
"0x102dee","1"
"0x102e76","1"
"0x102f00","1"
"0x1036a","1"
"0x1041f8","1"
"0x104394","1"
"0x10461e","1"
"0x10630a","1"
"0x1064c6","1"
"0x106594","1"
"0x1068e2","1"
"0x10818c","1"
"0x1082a","1"
"0x1082cc","1"
"0x1088c4","1"
"0x1089d6","1"
"0x108ac6","1"
"0x108d32","1"
"0x108ec2","1"
"0x1097a","1"
"0x109f4","1"
"0x10a2b6","1"
"0x10a374","1"
"0x10a64c","1"
"0x10a706","1"
"0x10a85c","1"
"0x10a8b2","1"
"0x10aaee","1"
"0x10abf2","1"
"0x10ae32","1"
"0x10b0a","1"
"0x10bca","1"
"0x10c02","1"
"0x10c0a4","1"
"0x10c4d4","1"
"0x10c916","1"
"0x10ccd0","1"
"0x10cd52","1"
"0x10cdc","1"
"0x10ceea","1"
"0x10d5a","1"
"0x10d90","1"
"0x10e1f4","1"
"0x10e4f6","1"
"0x10e6e4","1"
"0x10e738","1"
"0x10e932","1"
"0x10eaa","1"
"0x10ee18","1"
"0x10eed2","1"
"0x10efbe","1"
"0x110466","1"
"0x110bd0","1"
"0x110ce8","1"
"0x110d6c","1"
"0x110f5a","1"
"0x1120aa","1"
"0x112202","1"
"0x1127a2","1"
"0x112b54","1"
"0x11400e","1"
"0x114686","1"
"0x114872","1"
"0x114b2e","1"
"0x114b76","1"
"0x114f1a","1"
"0x116394","1"
"0x11655e","1"
"0x1166fc","1"
"0x1168c8","1"
"0x116ad8","1"
"0x116b36","1"
"0x116c96","1"
"0x116cd4","1"
"0x116ddc","1"
"0x116f2c","1"
"0x11801a","1"
"0x118570","1"
"0x118a4a","1"
"0x118eb0","1"
"0x11a454","1"
"0x11a4be","1"
"0x11a527","1"
"0x11ad7a","1"
"0x11ae90","1"
"0x11af30","1"
"0x11c038","1"
"0x11c14c","1"
"0x11c4a0","1"
"0x11c4d0","1"
"0x11c5d6","1"
"0x11c63a","1"
"0x11c73a","1"
"0x11c88a","1"
"0x11cb12","1"
"0x11ccd8","1"
"0x11ce48","1"
"0x11e11a","1"
"0x11e1f6","1"
"0x11e222","1"
"0x11e33a","1"
"0x11e468","1"
"0x11e8dc","1"
"0x11e980","1"
"0x11ec5e","1"
"0x120234","1"
"0x120854","1"
"0x1209ea","1"
"0x120a4e","1"
"0x1220c2","1"
"0x122336","1"
"0x1227ba","1"
"0x1228fe","1"
"0x122e98","1"
"0x122f2e","1"
"0x122f9e","1"
"0x1241f6","1"
"0x1243d6","1"
"0x124404","1"
"0x12441e","1"
"0x124438","1"
"0x12443e","1"
"0x124542","1"
"0x124566","1"
"0x1245be","1"
"0x12464c","1"
"0x124958","1"
"0x1249c","1"
"0x124c9e","1"
"0x1264d4","1"
"0x12671a","1"
"0x126972","1"
"0x126b34","1"
"0x126d0","1"
"0x126d52","1"
"0x126d6a","1"
"0x1281ea","1"
"0x128504","1"
"0x1288e","1"
"0x128b68","1"
"0x128e24","1"
"0x129fc","1"
"0x12a1de","1"
"0x12a262","1"
"0x12a45c","1"
"0x12a606","1"
"0x12a8d0","1"
"0x12ad30","1"
"0x12c1ec","1"
"0x12c3c","1"
"0x12c530","1"
"0x12c5b4","1"
"0x12caa0","1"
"0x12e050","1"
"0x12e14a","1"
"0x12e472","1"
"0x12eb14","1"
"0x12ebca","1"
"0x12ed30","1"
"0x12edd8","1"
"0x13022a","1"
"0x13031c","1"
"0x1303de","1"
"0x13245a","1"
"0x132470","1"
"0x132488","1"
"0x132732","1"
"0x132a50","1"
"0x132c18","1"
"0x132c94","1"
"0x132e04","1"
"0x1341c8","1"
"0x13449e","1"
"0x134910","1"
"0x13493e","1"
"0x134fa4","1"
"0x136074","1"
"0x1362d0","1"
"0x136954","1"
"0x136b58","1"
"0x136c29","1"
"0x136c80","1"
"0x136d4c","1"
"0x136fb6","1"
"0x13872e","1"
"0x1388c0","1"
"0x138f00","1"
"0x138f0c","1"
"0x13a26c","1"
"0x13a2ce","1"
"0x13a698","1"
"0x13ac6a","1"
"0x13c144","1"
"0x13c5f4","1"
"0x13c904","1"
"0x13cb32","1"
"0x13cc3c","1"
"0x13e51e","1"
"0x13e576","1"
"0x13e59e","1"
"0x13e61a","1"
"0x13e6c8","1"
"0x13ee92","1"
"0x1404ac","1"
"0x1404f4","1"
"0x1407fa","1"
"0x140a2e","1"
"0x140c88","1"
"0x140cb8","1"
"0x1424e8","1"
"0x1426a6","1"
"0x142702","1"
"0x142b36","1"
"0x14380","1"
"0x144a96","1"
"0x146000","1"
"0x1465ac","1"
"0x14664","1"
"0x148256","1"
"0x1486b5","1"
"0x1489b8","1"
"0x1489f4","1"
"0x148c22","1"
"0x148ea4","1"
"0x14928","1"
"0x14a074","1"
"0x14a0da","1"
"0x14a188","1"
"0x14c0a","1"
"0x14c15c","1"
"0x14c268","1"
"0x14c5d8","1"
"0x14cd24","1"
"0x14cd36","1"
"0x14dfa","1"
"0x14e0ac","1"
"0x14e866","1"
"0x14e90e","1"
"0x14e918","1"
"0x14ebb6","1"
"0x150b0e","1"
"0x15203c","1"
"0x1520bc","1"
"0x1520ce","1"
"0x152442","1"
"0x152582","1"
"0x1528aa","1"
"0x15297a","1"
"0x1529ea","1"
"0x1529ee","1"
"0x152b9e","1"
"0x15449a","1"
"0x15463a","1"
"0x15482a","1"
"0x154968","1"
"0x154a28","1"
"0x154d16","1"
"0x154f16","1"
"0x156010","1"
"0x15640a","1"
"0x15677c","1"
"0x156a08","1"
"0x156c4c","1"
"0x15856c","1"
"0x158714","1"
"0x15a504","1"
"0x15adec","1"
"0x15c19c","1"
"0x15c1a0","1"
