"Measurement outcome","Frequency"
"0x0","30"
"0x10","21"
"0x100","35"
"0x102","36"
"0x104","21"
"0x106","26"
"0x107","1"
"0x108","32"
"0x109","1"
"0x10a","43"
"0x10c","33"
"0x10e","35"
"0x10f","2"
"0x110","28"
"0x112","25"
"0x114","27"
"0x115","1"
"0x116","29"
"0x118","30"
"0x11a","41"
"0x11c","30"
"0x11d","1"
"0x11e","32"
"0x12","22"
"0x13","1"
"0x14","29"
"0x140","30"
"0x142","31"
"0x144","29"
"0x146","12"
"0x148","29"
"0x14a","26"
"0x14b","1"
"0x14c","30"
"0x14e","43"
"0x150","31"
"0x151","1"
"0x152","25"
"0x154","18"
"0x156","25"
"0x158","29"
"0x15a","32"
"0x15b","1"
"0x15c","25"
"0x15e","34"
"0x16","37"
"0x170","1"
"0x17a","1"
"0x18","31"
"0x180","24"
"0x182","36"
"0x184","23"
"0x186","30"
"0x188","36"
"0x18a","37"
"0x18c","29"
"0x18d","1"
"0x18e","30"
"0x190","28"
"0x192","28"
"0x194","22"
"0x196","22"
"0x198","36"
"0x19a","28"
"0x19c","23"
"0x19d","1"
"0x19e","35"
"0x1a","40"
"0x1aa","1"
"0x1b","1"
"0x1c","39"
"0x1c0","36"
"0x1c1","1"
"0x1c2","33"
"0x1c4","23"
"0x1c6","30"
"0x1c8","32"
"0x1ca","27"
"0x1cc","35"
"0x1ce","38"
"0x1cf","1"
"0x1d0","34"
"0x1d2","19"
"0x1d4","24"
"0x1d6","20"
"0x1d8","28"
"0x1da","40"
"0x1dc","33"
"0x1de","36"
"0x1e","44"
"0x1ee","1"
"0x2","36"
"0x200","28"
"0x202","29"
"0x204","27"
"0x206","33"
"0x208","44"
"0x20a","36"
"0x20c","36"
"0x20e","32"
"0x210","29"
"0x212","40"
"0x213","1"
"0x214","33"
"0x216","31"
"0x218","41"
"0x21a","32"
"0x21c","40"
"0x21e","35"
"0x21f","2"
"0x22e","1"
"0x23e","1"
"0x240","33"
"0x242","30"
"0x244","36"
"0x246","31"
"0x248","38"
"0x249","1"
"0x24a","37"
"0x24c","32"
"0x24e","44"
"0x250","30"
"0x252","22"
"0x253","1"
"0x254","34"
"0x255","1"
"0x256","29"
"0x258","31"
"0x259","1"
"0x25a","32"
"0x25c","30"
"0x25d","1"
"0x25e","40"
"0x280","33"
"0x282","36"
"0x283","1"
"0x284","29"
"0x286","40"
"0x288","28"
"0x28a","38"
"0x28c","32"
"0x28d","3"
"0x28e","38"
"0x290","26"
"0x292","33"
"0x294","25"
"0x296","26"
"0x298","32"
"0x29a","34"
"0x29b","2"
"0x29c","25"
"0x29e","28"
"0x29f","2"
"0x2a8","1"
"0x2ae","1"
"0x2c0","43"
"0x2c2","40"
"0x2c3","1"
"0x2c4","40"
"0x2c5","1"
"0x2c6","30"
"0x2c7","1"
"0x2c8","33"
"0x2ca","46"
"0x2cc","41"
"0x2cd","1"
"0x2ce","24"
"0x2d0","34"
"0x2d2","31"
"0x2d4","28"
"0x2d6","23"
"0x2d8","43"
"0x2da","35"
"0x2dc","36"
"0x2dd","1"
"0x2de","33"
"0x2df","2"
"0x2e4","1"
"0x2f0","1"
"0x300","21"
"0x302","31"
"0x304","23"
