"Measurement outcome","Frequency"
"000000","503"
"000001","6"
"000010","448"
"000011","6"
"000100","496"
"000101","7"
"000110","464"
"000111","3"
"001000","3"
"001010","1"
"010000","579"
"010001","8"
"010010","453"
"010011","3"
"010100","556"
"010101","7"
"010110","450"
"011000","3"
"011100","2"
"100000","547"
"100001","7"
"100010","494"
"100011","6"
"100100","488"
"100101","4"
"100110","463"
"100111","6"
"101000","1"
"110000","581"
"110001","4"
"110010","479"
"110011","6"
"110100","595"
"110101","4"
"110110","497"
"110111","5"
"111000","1"
"111010","1"
"111100","1"
"111110","4"
