"Measurement outcome","Frequency"
"0x0","23"
"0x10","31"
"0x100","20"
"0x102","26"
"0x104","28"
"0x106","26"
"0x108","25"
"0x10a","17"
"0x10b","1"
"0x10c","25"
"0x10e","42"
"0x110","35"
"0x112","22"
"0x114","31"
"0x115","3"
"0x116","25"
"0x117","1"
"0x118","22"
"0x119","1"
"0x11a","19"
"0x11c","41"
"0x11e","37"
"0x11f","1"
"0x12","27"
"0x128","1"
"0x12c","1"
"0x136","1"
"0x13c","1"
"0x14","40"
"0x140","18"
"0x142","25"
"0x144","25"
"0x146","43"
"0x147","1"
"0x148","14"
"0x14a","23"
"0x14c","22"
"0x14e","35"
"0x14f","1"
"0x150","14"
"0x152","30"
"0x154","32"
"0x156","40"
"0x157","1"
"0x158","18"
"0x15a","37"
"0x15c","29"
"0x15d","1"
"0x15e","39"
"0x15f","1"
"0x16","37"
"0x160","1"
"0x18","30"
"0x180","41"
"0x182","32"
"0x184","26"
"0x186","33"
"0x187","1"
"0x188","53"
"0x18a","38"
"0x18c","24"
"0x18e","28"
"0x19","1"
"0x190","47"
"0x191","3"
"0x192","31"
"0x193","2"
"0x194","50"
"0x196","26"
"0x198","57"
"0x19a","39"
"0x19c","29"
"0x19d","2"
"0x19e","33"
"0x19f","1"
"0x1a","18"
"0x1a6","1"
"0x1aa","1"
"0x1b","1"
"0x1be","1"
"0x1c","49"
"0x1c0","12"
"0x1c1","1"
"0x1c2","44"
"0x1c3","3"
"0x1c4","20"
"0x1c6","25"
"0x1c7","1"
"0x1c8","35"
"0x1c9","1"
"0x1ca","58"
"0x1cc","22"
"0x1ce","47"
"0x1cf","1"
"0x1d0","25"
"0x1d2","83"
"0x1d3","1"
"0x1d4","28"
"0x1d5","1"
"0x1d6","45"
"0x1d7","1"
"0x1d8","39"
"0x1da","53"
"0x1dc","31"
"0x1dd","1"
"0x1de","41"
"0x1e","45"
"0x1e6","1"
"0x1f8","1"
"0x1fa","1"
"0x2","32"
"0x20","1"
"0x200","23"
"0x202","24"
"0x204","35"
"0x205","2"
"0x206","24"
"0x208","23"
"0x20a","14"
"0x20b","1"
"0x20c","32"
"0x20e","36"
"0x210","15"
"0x211","1"
"0x212","25"
"0x214","28"
"0x215","1"
"0x216","30"
"0x217","2"
"0x218","26"
"0x21a","13"
"0x21c","37"
"0x21e","43"
"0x222","1"
"0x230","1"
"0x240","13"
"0x242","17"
"0x243","2"
"0x244","13"
"0x246","30"
"0x247","1"
"0x248","14"
"0x24a","27"
"0x24b","1"
"0x24c","19"
"0x24d","1"
"0x24e","38"
"0x24f","1"
"0x250","19"
"0x252","34"
"0x253","1"
"0x254","15"
"0x256","42"
"0x258","17"
"0x25a","23"
"0x25c","19"
"0x25e","33"
"0x276","1"
"0x280","40"
"0x282","37"
"0x284","29"
"0x286","26"
"0x288","48"
"0x28a","30"
"0x28b","1"
"0x28c","33"
"0x28e","28"
"0x28f","1"
"0x290","42"
"0x291","2"
"0x292","41"
"0x293","1"
"0x294","33"
"0x296","30"
"0x298","46"
"0x29a","40"
"0x29c","38"
"0x29e","47"
"0x2a4","1"
"0x2aa","1"
"0x2bc","1"
"0x2c0","20"
"0x2c2","47"
"0x2c4","19"
"0x2c6","37"
"0x2c8","26"
"0x2c9","1"
"0x2ca","51"
"0x2cb","1"
"0x2cc","25"
"0x2ce","45"
"0x2d0","24"
"0x2d1","1"
"0x2d2","49"
"0x2d4","23"
"0x2d6","39"
"0x2d8","36"
"0x2da","44"
"0x2db","1"
"0x2dc","19"
"0x2de","46"
"0x2f0","1"
"0x2f8","1"
"0x300","22"
"0x302","14"
"0x304","33"
"0x306","35"
"0x308","17"
"0x30a","21"
"0x30c","49"
"0x30e","28"
"0x310","25"
"0x311","1"
"0x312","15"
"0x314","34"
"0x315","1"
"0x316","22"
"0x317","1"
"0x318","19"
"0x31a","15"
"0x31c","28"
"0x31d","1"
"0x31e","21"
"0x330","1"
"0x338","1"
"0x340","15"
"0x342","27"
"0x343","1"
"0x344","19"
"0x346","44"
"0x348","18"
"0x34a","24"
"0x34c","23"
"0x34e","41"
"0x350","19"
"0x352","23"
"0x353","1"
"0x354","20"
"0x355","1"
"0x356","46"
"0x357","1"
"0x358","17"
"0x359","1"
"0x35a","26"
"0x35c","33"
"0x35e","40"
"0x35f","1"
"0x370","1"
"0x380","34"
"0x382","32"
"0x384","24"
"0x385","1"
"0x386","23"
"0x387","1"
"0x388","33"
"0x389","1"
"0x38a","32"
"0x38c","31"
"0x38e","26"
"0x390","43"
"0x391","2"
"0x392","38"
"0x393","1"
"0x394","31"
"0x396","28"
"0x398","44"
"0x399","1"
"0x39a","38"
"0x39c","37"
"0x39d","1"
"0x39e","24"
"0x3b6","1"
"0x3ba","1"
"0x3c0","22"
"0x3c2","44"
"0x3c3","2"
"0x3c4","22"
"0x3c5","1"
"0x3c6","37"
"0x3c7","1"
"0x3c8","26"
"0x3c9","1"
"0x3ca","53"
"0x3cb","1"
"0x3cc","29"
"0x3ce","32"
"0x3d0","28"
"0x3d1","5"
"0x3d2","54"
"0x3d4","16"
"0x3d6","40"
"0x3d7","2"
"0x3d8","31"
"0x3da","45"
"0x3db","2"
"0x3dc","18"
"0x3de","44"
"0x3df","1"
"0x3f2","1"
"0x4","24"
"0x40","12"
"0x41","1"
"0x42","26"
"0x43","1"
"0x44","21"
"0x46","42"
"0x48","10"
"0x4a","31"
"0x4c","22"
"0x4e","28"
"0x5","1"
"0x50","11"
"0x52","33"
"0x53","1"
"0x54","24"
"0x56","42"
"0x58","27"
"0x59","1"
"0x5a","33"
"0x5b","1"
"0x5c","26"
"0x5e","37"
"0x6","36"
"0x6e","1"
"0x7","1"
"0x76","1"
"0x78","1"
"0x7e","1"
"0x8","39"
"0x80","34"
"0x82","28"
"0x83","1"
"0x84","30"
"0x86","30"
"0x87","1"
"0x88","47"
"0x8a","47"
"0x8c","32"
"0x8e","28"
"0x9","1"
"0x90","47"
"0x92","45"
"0x93","3"
"0x94","25"
"0x95","1"
"0x96","47"
"0x98","56"
"0x99","1"
"0x9a","54"
"0x9c","45"
"0x9e","40"
"0x9f","1"
"0xa","29"
"0xa0","1"
"0xc","25"
"0xc0","31"
"0xc2","48"
"0xc3","2"
"0xc4","18"
"0xc5","1"
"0xc6","40"
"0xc7","1"
"0xc8","23"
"0xc9","1"
"0xca","50"
"0xcb","1"
"0xcc","16"
"0xcd","1"
"0xce","28"
"0xd","1"
"0xd0","25"
"0xd2","66"
"0xd4","21"
"0xd6","43"
"0xd8","35"
"0xda","58"
"0xdc","26"
"0xdd","1"
"0xde","35"
"0xdf","1"
"0xe","22"
"0xea","1"
"0xf","1"
"0xf2","1"
