"Measurement outcome","Frequency"
"0x0","1"
"0x10","5"
"0x100","5"
"0x102","2"
"0x104","3"
"0x106","8"
"0x108","13"
"0x109","1"
"0x10a","5"
"0x10c","8"
"0x10e","4"
"0x110","6"
"0x112","5"
"0x114","5"
"0x116","5"
"0x118","12"
"0x11a","8"
"0x11c","11"
"0x11e","4"
"0x12","3"
"0x120","1"
"0x122","6"
"0x124","6"
"0x126","5"
"0x128","11"
"0x12a","6"
"0x12c","12"
"0x12e","4"
"0x130","4"
"0x132","1"
"0x134","1"
"0x136","1"
"0x137","1"
"0x138","19"
"0x13a","6"
"0x13c","5"
"0x13e","11"
"0x13f","1"
"0x14","2"
"0x16","2"
"0x18","8"
"0x180","18"
"0x182","11"
"0x184","15"
"0x186","13"
"0x188","8"
"0x18a","12"
"0x18b","1"
"0x18c","6"
"0x18e","6"
"0x18f","1"
"0x190","19"
"0x192","13"
"0x194","11"
"0x196","12"
"0x198","7"
"0x19a","13"
"0x19b","1"
"0x19c","8"
"0x19d","1"
"0x19e","9"
"0x1a","10"
"0x1a0","15"
"0x1a1","1"
"0x1a2","11"
"0x1a4","11"
"0x1a6","9"
"0x1a7","1"
"0x1a8","4"
"0x1aa","20"
"0x1ac","3"
"0x1ae","15"
"0x1af","1"
"0x1b","1"
"0x1b0","17"
"0x1b2","14"
"0x1b4","12"
"0x1b6","8"
"0x1b8","6"
"0x1ba","11"
"0x1bc","8"
"0x1be","9"
"0x1c","10"
"0x1c4","1"
"0x1d4","1"
"0x1e","4"
"0x1e2","1"
"0x2","3"
"0x20","3"
"0x200","7"
"0x202","5"
"0x204","10"
"0x206","20"
"0x208","1"
"0x20a","10"
"0x20b","1"
"0x20e","4"
"0x21","1"
"0x210","13"
"0x212","11"
"0x214","6"
"0x216","14"
"0x218","9"
"0x21a","15"
"0x21c","3"
"0x21e","6"
"0x22","4"
"0x220","5"
"0x222","15"
"0x224","7"
"0x226","7"
"0x228","4"
"0x22a","8"
"0x22c","5"
"0x22e","9"
"0x230","6"
"0x232","21"
"0x233","1"
"0x234","9"
"0x236","14"
"0x237","1"
"0x238","4"
"0x23a","9"
"0x23c","8"
"0x23e","6"
"0x24","6"
"0x26","3"
"0x28","8"
"0x280","3"
"0x284","4"
"0x286","3"
"0x288","6"
"0x28a","7"
"0x28c","1"
"0x28e","6"
"0x290","2"
"0x292","4"
"0x293","1"
"0x294","3"
"0x296","2"
"0x298","4"
"0x29a","4"
"0x29b","1"
"0x29c","7"
"0x29d","1"
"0x29e","8"
"0x2a","6"
"0x2a0","5"
"0x2a4","1"
"0x2a6","3"
"0x2a8","6"
"0x2aa","7"
"0x2ac","3"
"0x2ae","10"
"0x2b0","4"
"0x2b2","3"
"0x2b4","1"
"0x2b6","3"
"0x2b8","13"
"0x2ba","9"
"0x2bb","1"
"0x2bc","8"
"0x2be","7"
"0x2c","7"
"0x2e","1"
"0x30","6"
"0x300","6"
"0x302","12"
"0x304","10"
"0x306","7"
"0x307","1"
"0x308","4"
"0x30a","7"
"0x30c","4"
"0x30e","12"
"0x310","7"
"0x312","10"
"0x314","10"
"0x316","13"
"0x318","3"
"0x31a","10"
"0x31c","5"
"0x31e","14"
"0x32","2"
"0x320","4"
"0x322","13"
"0x324","10"
"0x326","11"
"0x328","5"
"0x329","1"
"0x32a","10"
"0x32c","3"
"0x32e","8"
"0x330","14"
"0x332","13"
"0x333","1"
"0x334","11"
"0x336","11"
"0x337","1"
"0x338","5"
"0x339","1"
"0x33a","10"
"0x33c","7"
"0x33e","6"
"0x34","3"
"0x35a","1"
"0x35e","1"
"0x36","2"
"0x38","13"
"0x380","2"
"0x382","2"
"0x384","1"
"0x386","2"
"0x388","5"
"0x389","1"
"0x38a","8"
"0x38c","4"
"0x38e","5"
"0x390","2"
"0x392","5"
"0x394","2"
"0x396","6"
"0x398","8"
"0x39a","13"
"0x39c","9"
"0x39e","5"
"0x3a","6"
"0x3a0","3"
"0x3a2","5"
"0x3a4","3"
"0x3a6","4"
"0x3a8","5"
"0x3aa","5"
"0x3ac","9"
"0x3ae","1"
"0x3b0","4"
"0x3b1","1"
"0x3b2","4"
"0x3b4","6"
"0x3b6","2"
"0x3b8","12"
"0x3ba","3"
"0x3bc","13"
"0x3be","10"
"0x3c","6"
"0x3e","7"
"0x3f4","1"
"0x4","2"
"0x400","3"
"0x402","6"
"0x404","7"
"0x406","1"
"0x408","13"
"0x40a","3"
"0x40c","9"
"0x40d","1"
"0x40e","6"
"0x410","6"
"0x412","3"
"0x414","5"
"0x416","4"
"0x418","11"
"0x41a","2"
"0x41c","10"
"0x41e","9"
"0x420","2"
"0x422","6"
"0x424","5"
"0x426","2"
"0x428","9"
"0x42a","4"
"0x42b","1"
"0x42c","12"
"0x42e","4"
"0x430","5"
"0x432","3"
"0x434","5"
"0x436","6"
"0x438","11"
"0x43a","8"
"0x43c","9"
"0x43e","1"
"0x454","1"
"0x480","10"
"0x482","7"
"0x484","14"
"0x486","11"
"0x488","6"
"0x48a","6"
"0x48c","7"
"0x48e","10"
"0x490","17"
"0x492","19"
"0x494","4"
"0x496","12"
"0x498","7"
"0x49a","7"
"0x49c","11"
"0x49e","8"
"0x4a0","10"
"0x4a2","15"
