"Measurement outcome","Frequency"
"0x0","3"
"0x10","5"
"0x100","4"
"0x1000","2"
"0x1002","3"
"0x1004","1"
"0x1006","1"
"0x100a","3"
"0x100c","1"
"0x100e","2"
"0x1012","2"
"0x1018","2"
"0x101a","1"
"0x101c","3"
"0x101e","4"
"0x102","1"
"0x1020","1"
"0x1022","3"
"0x1026","2"
"0x102a","4"
"0x102c","2"
"0x102e","1"
"0x1030","4"
"0x1032","1"
"0x1034","1"
"0x1036","2"
"0x1038","1"
"0x103c","4"
"0x104","2"
"0x1040","2"
"0x1042","3"
"0x1044","3"
"0x1046","3"
"0x1048","5"
"0x104a","2"
"0x104c","3"
"0x104e","6"
"0x1050","3"
"0x1052","2"
"0x1054","2"
"0x1056","1"
"0x1058","3"
"0x105a","1"
"0x105c","2"
"0x106","1"
"0x1060","2"
"0x1062","2"
"0x1064","2"
"0x1068","1"
"0x106a","3"
"0x106c","2"
"0x106e","4"
"0x1070","2"
"0x1072","1"
"0x1074","2"
"0x1078","2"
"0x107a","1"
"0x107c","2"
"0x108","1"
"0x10a","1"
"0x10e","3"
"0x110","4"
"0x1100","1"
"0x1102","1"
"0x1104","1"
"0x1108","1"
"0x110a","1"
"0x110c","1"
"0x110e","4"
"0x1112","1"
"0x1114","2"
"0x1118","3"
"0x111a","2"
"0x111c","2"
"0x111e","1"
"0x112","1"
"0x1120","2"
"0x1122","2"
"0x1124","1"
"0x1128","3"
"0x112c","2"
"0x112e","3"
"0x1130","5"
"0x1132","3"
"0x1134","3"
"0x1136","1"
"0x1138","3"
"0x113a","1"
"0x113c","1"
"0x113e","2"
"0x114","2"
"0x1140","2"
"0x1142","2"
"0x1146","1"
"0x1148","1"
"0x114a","3"
"0x1150","3"
"0x1152","3"
"0x1154","2"
"0x1158","2"
"0x115e","3"
"0x116","3"
"0x1160","1"
"0x1162","2"
"0x1164","3"
"0x1166","3"
"0x1168","2"
"0x116a","2"
"0x116c","1"
"0x116e","2"
"0x1170","1"
"0x1172","1"
"0x1174","2"
"0x1176","2"
"0x1178","2"
"0x117a","1"
"0x117c","1"
"0x117e","1"
"0x117f","1"
"0x118","3"
"0x11c","5"
"0x11e","3"
"0x12","1"
"0x120","1"
"0x1200","2"
"0x1202","3"
"0x1204","2"
"0x1206","1"
"0x120a","3"
"0x120c","1"
"0x120e","1"
"0x1210","2"
"0x1212","1"
"0x1214","4"
"0x1218","3"
"0x121a","1"
"0x1220","4"
"0x1222","3"
"0x1224","4"
"0x1227","1"
"0x1228","1"
"0x122a","2"
"0x122c","2"
"0x122e","1"
"0x1230","3"
"0x1232","3"
"0x1233","1"
"0x1234","2"
"0x1236","1"
"0x1238","1"
"0x123a","2"
"0x123e","1"
"0x124","4"
"0x1240","3"
"0x1242","3"
"0x1244","1"
"0x1246","1"
"0x1248","2"
"0x124a","2"
"0x124b","1"
"0x124c","1"
"0x124e","1"
"0x1250","3"
"0x1252","4"
"0x1256","1"
"0x1258","1"
"0x125a","5"
"0x125c","1"
"0x125e","3"
"0x1260","2"
"0x1262","1"
"0x1264","1"
"0x1266","2"
"0x1268","1"
"0x126a","1"
"0x126e","2"
"0x126f","1"
"0x1270","1"
"0x1272","2"
"0x1276","2"
"0x1278","2"
"0x127a","2"
"0x127c","2"
"0x127e","2"
"0x128","1"
"0x12a","1"
"0x12c","2"
"0x12e","1"
"0x1300","1"
"0x1302","2"
"0x1306","1"
"0x1308","5"
"0x130a","2"
"0x130e","3"
"0x1310","3"
"0x1312","2"
"0x1313","1"
"0x1314","2"
"0x1316","2"
"0x1318","4"
"0x131a","5"
"0x131c","1"
"0x131e","4"
"0x132","3"
"0x1320","4"
"0x1322","2"
"0x1324","6"
"0x1328","4"
"0x132a","1"
"0x132e","2"
"0x1332","1"
"0x1334","2"
"0x1336","4"
"0x133a","1"
"0x133c","2"
"0x134","3"
"0x1340","2"
"0x1344","1"
"0x1348","1"
"0x134a","2"
"0x134c","2"
"0x134e","2"
"0x134f","1"
"0x1350","2"
"0x1352","2"
"0x1354","2"
"0x1356","1"
"0x1358","2"
"0x135a","2"
"0x135e","1"
"0x135f","1"
"0x136","2"
"0x1360","1"
"0x1362","1"
"0x1366","3"
"0x1368","2"
"0x1369","1"
"0x136a","2"
"0x136c","1"
"0x136e","3"
"0x1370","4"
"0x1374","2"
"0x1376","2"
"0x137a","1"
"0x137e","2"
"0x138","5"
"0x13a","3"
"0x13c","1"
"0x13e","1"
"0x14","3"
"0x140","2"
"0x1400","2"
"0x1402","2"
"0x1404","4"
"0x1406","3"
"0x1408","2"
"0x140a","1"
"0x140c","3"
"0x140e","2"
"0x1410","1"
"0x1412","1"
"0x1414","1"
"0x1416","1"
"0x1418","4"
"0x141a","2"
"0x141b","1"
"0x141c","2"
"0x141e","3"
"0x142","5"
"0x1420","1"
"0x1422","2"
"0x1424","2"
"0x1426","2"
"0x1428","1"
"0x142c","2"
"0x142e","2"
"0x143","1"
"0x1430","6"
"0x1432","1"
"0x1434","3"
"0x1436","1"
"0x1438","3"
"0x1439","1"
"0x143c","1"
"0x143e","2"
"0x144","1"
"0x1440","2"
"0x1442","2"
"0x1444","2"
"0x1446","4"
"0x1448","1"
"0x144a","4"
"0x144c","2"
"0x144e","1"
"0x1450","1"
"0x1454","2"
"0x1456","1"
"0x1458","2"
"0x145a","2"
"0x145e","1"
"0x1460","1"
"0x1462","2"
"0x1464","4"
"0x1468","3"
"0x146a","1"
"0x146c","1"
"0x146e","4"
"0x1470","1"
"0x1476","1"
"0x1478","2"
"0x147a","1"
"0x147c","3"
"0x147e","4"
"0x148","3"
"0x14c","4"
"0x14e","1"
"0x14e6","1"
"0x150","3"
"0x1500","2"
"0x1502","2"
"0x1504","2"
"0x1506","1"
"0x150a","2"
"0x150c","2"
"0x1510","1"
"0x1512","1"
"0x1514","5"
"0x1516","2"
"0x151a","4"
"0x151c","3"
"0x151e","2"
"0x1520","1"
