"Measurement outcome","Frequency"
"0x1005a","1"
"0x10098","1"
"0x100de","1"
"0x1020a","1"
"0x1025a","1"
"0x102dc","1"
"0x1031b","1"
"0x1035a","1"
"0x10376","1"
"0x103b6","1"
"0x103d2","1"
"0x103d6","1"
"0x103f6","1"
"0x105e","1"
"0x106c","1"
"0x10804","1"
"0x10880","2"
"0x108fe","1"
"0x10914","1"
"0x1093c","1"
"0x1097c","1"
"0x1097e","1"
"0x1098e","1"
"0x109a8","1"
"0x109ec","1"
"0x10a","1"
"0x10a1e","1"
"0x10a3e","1"
"0x10a75","1"
"0x10ab8","1"
"0x10b36","1"
"0x10b52","1"
"0x1119e","1"
"0x111c4","1"
"0x111f4","1"
"0x111fc","1"
"0x11202","1"
"0x1121a","1"
"0x11286","1"
"0x1129c","1"
"0x112bc","1"
"0x112f6","1"
"0x11332","1"
"0x1138","1"
"0x115c","1"
"0x1185a","1"
"0x118b8","1"
"0x118da","1"
"0x118f8","1"
"0x1192","1"
"0x11972","1"
"0x119bc","1"
"0x119f4","1"
"0x11a16","1"
"0x11a32","1"
"0x11a3c","1"
"0x11a4","1"
"0x11a82","1"
"0x11a90","1"
"0x11b0c","1"
"0x11b22","1"
"0x11ba8","1"
"0x11bd6","1"
"0x12008","1"
"0x120ba","1"
"0x120fe","1"
"0x121bc","2"
"0x1220a","1"
"0x12278","1"
"0x12296","1"
"0x12298","1"
"0x12372","1"
"0x1280c","1"
"0x12830","1"
"0x1287e","1"
"0x1289e","1"
"0x128ce","1"
"0x12946","1"
"0x1295e","1"
"0x1297a","1"
"0x129ec","1"
"0x12a32","1"
"0x12a72","1"
"0x12a9c","1"
"0x12ac","1"
"0x12ac6","1"
"0x12b3a","1"
"0x12b56","1"
"0x12bbe","1"
"0x13014","1"
"0x1310","1"
"0x13116","1"
"0x131e6","1"
"0x13210","1"
"0x1325c","1"
"0x13316","1"
"0x13332","1"
"0x13380","1"
"0x133d2","1"
"0x134a","1"
"0x1356","1"
"0x1389c","1"
"0x13902","1"
"0x13938","1"
"0x13940","1"
"0x1395c","1"
"0x13a36","1"
"0x13a6a","1"
"0x13aa2","1"
"0x13ae","1"
"0x13b30","1"
"0x13b72","1"
"0x13f6","1"
"0x14000","1"
"0x1401c","1"
"0x14030","1"
"0x14076","1"
"0x14110","1"
"0x1412e","1"
"0x141ba","1"
"0x141be","1"
"0x141cc","1"
"0x1421e","1"
"0x14266","1"
"0x142a2","1"
"0x142da","1"
"0x1431e","1"
"0x1438a","1"
"0x1480a","1"
"0x14828","1"
"0x14854","1"
"0x14892","1"
"0x148d6","1"
"0x1497c","1"
"0x14992","1"
"0x149a4","1"
"0x149cc","1"
"0x149fa","1"
"0x14a30","1"
"0x14b06","1"
"0x14b36","1"
"0x14b68","1"
"0x14bb4","1"
"0x14bd2","1"
"0x1503a","1"
"0x1513e","1"
"0x1515e","1"
"0x1517e","1"
"0x151f2","1"
"0x1521c","1"
"0x15234","1"
"0x15288","1"
"0x15292","1"
"0x152bc","1"
"0x1531e","1"
"0x1538a","2"
"0x1585c","1"
"0x1587a","1"
"0x15904","1"
"0x1591e","1"
"0x15994","1"
"0x15a10","1"
"0x15a76","1"
"0x15ad6","2"
"0x15b3a","1"
"0x16014","1"
"0x16038","1"
"0x16048","1"
"0x1609c","1"
"0x160f8","1"
"0x161f8","1"
"0x16334","1"
"0x16358","1"
"0x16392","1"
"0x163ae","1"
"0x1681e","1"
"0x16820","1"
"0x16834","1"
"0x1683e","1"
"0x1685c","1"
"0x16908","1"
"0x1690c","1"
"0x16956","1"
"0x16972","2"
"0x1699e","1"
"0x169ac","1"
"0x16a1e","1"
"0x16adc","1"
"0x16b5b","1"
"0x16b90","1"
"0x17092","1"
"0x170b6","1"
"0x170fc","1"
"0x1711e","1"
"0x1713a","1"
"0x17192","1"
"0x17196","1"
"0x171da","1"
"0x171fc","1"
"0x17214","1"
"0x17236","1"
"0x1723a","1"
"0x172d6","1"
"0x17314","1"
"0x17356","1"
"0x173a4","1"
"0x173b0","1"
"0x173fa","1"
"0x173fe","1"
"0x17838","1"
"0x17842","1"
"0x1787e","1"
"0x17897","1"
"0x178fe","1"
"0x1796c","1"
"0x179b8","1"
"0x17a52","1"
"0x17a90","1"
"0x17b1e","1"
"0x17b4c","1"
"0x17b64","1"
"0x17b70","1"
"0x17b9a","1"
"0x18036","1"
"0x180ee","1"
"0x180f2","1"
"0x18128","1"
"0x1817e","1"
"0x181ca","1"
"0x181d0","1"
"0x181fe","1"
"0x18206","1"
"0x18210","2"
"0x1821c","1"
"0x18274","1"
"0x1830a","1"
"0x1833c","1"
"0x186a","1"
"0x18812","1"
"0x1884","1"
"0x188b6","1"
"0x1893e","1"
"0x1897c","1"
"0x189b0","1"
"0x189d4","1"
"0x18a52","1"
"0x18a6e","1"
"0x18ad4","1"
"0x18ad6","1"
"0x18af0","2"
"0x18b04","2"
"0x18b14","1"
"0x18b5e","1"
"0x19010","1"
"0x1903c","1"
"0x19090","1"
"0x19098","1"
"0x1909a","1"
"0x190ac","1"
"0x190b6","1"
"0x19126","1"
"0x1913c","1"
"0x19162","1"
"0x19168","1"
"0x1919a","1"
"0x191a","2"
"0x19214","1"
"0x1923e","1"
"0x19255","1"
"0x19292","1"
"0x19298","1"
"0x192e","1"
"0x19300","1"
"0x19336","1"
"0x19338","1"
"0x19354","1"
"0x19356","1"
"0x1935a","1"
"0x19360","1"
"0x19368","1"
"0x1936a","1"
"0x19392","1"
"0x193bc","1"
"0x19838","1"
"0x198a","1"
"0x198de","1"
"0x1991c","1"
"0x1993c","1"
"0x19956","1"
"0x1996a","1"
"0x1999a","1"
"0x199dc","1"
"0x19a04","1"
"0x19a86","1"
"0x19aa8","1"
"0x19ab4","1"
"0x19adc","1"
"0x19aee","1"
"0x19b9e","1"
"0x1a012","1"
"0x1a044","1"
"0x1a0d4","1"
"0x1a0da","1"
"0x1a0f2","1"
"0x1a1bc","1"
"0x1a1da","1"
"0x1a202","1"
"0x1a222","1"
"0x1a232","1"
"0x1a266","1"
"0x1a2a4","1"
"0x1a2ba","1"
"0x1a2da","1"
"0x1a2f8","1"
"0x1a33e","1"
"0x1a35e","1"
"0x1a398","1"
"0x1a39c","1"
"0x1a3f2","1"
"0x1a44","1"
"0x1a5a","1"
"0x1a6c","1"
"0x1a804","1"
"0x1a826","1"
"0x1a82c","1"
"0x1a83a","1"
"0x1a852","1"
"0x1a85e","2"
"0x1a862","1"
"0x1a872","1"
"0x1a8ac","1"
"0x1a950","1"
"0x1a9b2","1"
"0x1a9cc","1"
"0x1aa16","1"
"0x1aa40","1"
"0x1aaba","1"
"0x1ab26","1"
"0x1ab5a","1"
"0x1ab86","1"
"0x1ab92","1"
"0x1aba6","1"
"0x1abb8","1"
"0x1abc9","1"
"0x1b050","1"
"0x1b0e2","1"
"0x1b0fe","1"
"0x1b152","1"
"0x1b158","2"
"0x1b1bc","1"
"0x1b1d6","1"
"0x1b1dc","1"
"0x1b20e","1"
"0x1b23a","1"
"0x1b250","1"
"0x1b2d4","1"
"0x1b3ba","1"
"0x1b3c","1"
"0x1b846","1"
"0x1b856","1"
"0x1b8d8","1"
"0x1b8f3","1"
"0x1b912","1"
"0x1b95c","1"
"0x1b99c","1"
"0x1ba1c","1"
"0x1ba24","1"
"0x1ba5b","1"
"0x1bb00","1"
"0x1bb4a","1"
"0x1bb74","1"
"0x1bb94","1"
"0x1bbc6","1"
"0x1c014","1"
"0x1c048","1"
"0x1c05e","1"
"0x1c116","1"
"0x1c20c","1"
"0x1c2f8","1"
"0x1c30a","1"
"0x1c31c","1"
"0x1c338","1"
"0x1c364","1"
"0x1c384","1"
"0x1c39e","1"
"0x1c810","1"
"0x1c866","1"
"0x1c878","1"
"0x1c906","1"
"0x1c9cc","1"
"0x1c9d6","1"
"0x1ca14","2"
"0x1ca4c","1"
"0x1ca5a","1"
"0x1ca88","1"
"0x1cbbc","1"
"0x1d018","1"
"0x1d068","1"
"0x1d0b6","1"
"0x1d0c6","1"
"0x1d124","1"
"0x1d136","1"
"0x1d154","1"
"0x1d170","1"
"0x1d176","1"
"0x1d19a","1"
"0x1d214","1"
"0x1d290","1"
"0x1d294","1"
"0x1d2b4","1"
"0x1d80a","1"
"0x1d810","1"
"0x1d818","1"
"0x1d846","1"
"0x1d882","1"
"0x1d8fc","1"
"0x1d914","1"
"0x1d952","1"
"0x1d99e","1"
"0x1d9ca","1"
"0x1d9f6","1"
"0x1da72","1"
"0x1db3a","1"
"0x1dbd4","1"
"0x1e05c","1"
"0x1e06c","1"
"0x1e0a2","1"
"0x1e0b8","1"
"0x1e138","1"
"0x1e1fc","1"
"0x1e256","1"
"0x1e28c","1"
"0x1e2dc","1"
"0x1e33c","1"
"0x1e340","1"
"0x1e372","1"
"0x1e37a","1"
"0x1e80e","1"
"0x1e89e","1"
"0x1e932","1"
"0x1e972","1"
"0x1e986","1"
"0x1e98e","1"
"0x1e99c","1"
"0x1e9a4","1"
"0x1ea48","1"
"0x1ea50","1"
"0x1ea56","1"
"0x1ea76","1"
"0x1eaa6","1"
"0x1eac0","1"
"0x1eaf4","1"
"0x1eb3e","1"
"0x1eb5e","1"
"0x1eb9c","1"
"0x1ebae","1"
"0x1f00c","1"
"0x1f07c","1"
"0x1f098","2"
"0x1f09e","1"
"0x1f0dc","1"
"0x1f11c","1"
"0x1f124","1"
"0x1f15a","1"
"0x1f226","1"
"0x1f25c","1"
"0x1f2be","1"
"0x1f2c6","1"
"0x1f2e8","1"
"0x1f312","1"
"0x1f344","1"
"0x1f348","1"
"0x1f352","1"
"0x1f35a","1"
"0x1f3da","1"
"0x1f6","1"
"0x1f838","1"
"0x1f878","1"
"0x1f90a","1"
"0x1f930","1"
"0x1f97e","1"
"0x1fa1c","1"
"0x1fa3c","1"
"0x1fa94","1"
"0x1fab2","1"
"0x1fb12","1"
"0x1fb60","1"
"0x1fb78","1"
"0x1fbf2","1"
"0x20016","1"
"0x2005c","1"
"0x200a2","1"
"0x2017a","2"
"0x201dc","1"
"0x201f8","1"
"0x20206","1"
"0x20230","1"
"0x20232","1"
"0x20242","1"
"0x2025c","1"
"0x2027e","1"
"0x2029a","1"
"0x2030","1"
"0x20358","1"
"0x20372","1"
"0x203aa","1"
"0x2072","1"
"0x2080","1"
"0x20830","1"
"0x20852","1"
"0x20882","1"
"0x208ca","1"
"0x208fe","1"
"0x209ce","1"
"0x209f6","2"
"0x20a0e","1"
"0x20a18","1"
"0x20aba","1"
"0x20afa","1"
"0x20b02","1"
"0x20b2","1"
"0x20b22","1"
"0x20b50","1"
"0x20ba6","1"
"0x21002","1"
"0x21038","1"
"0x21048","1"
"0x21054","1"
"0x21088","1"
"0x21098","1"
"0x210dc","1"
"0x210fa","1"
"0x21100","1"
"0x21192","1"
"0x212","1"
"0x21218","1"
"0x2122a","1"
"0x2123e","1"
"0x21274","1"
"0x212e6","1"
"0x21368","1"
"0x21394","1"
"0x213ce","1"
"0x213dc","1"
"0x213fa","1"
"0x213fe","1"
"0x2156","1"
"0x215c","1"
"0x218e4","1"
"0x21a5c","1"
"0x21b0a","1"
"0x21b8","1"
"0x220c4","1"
"0x22100","1"
"0x22132","1"
"0x22198","1"
"0x2220c","1"
"0x223fc","1"
"0x22852","1"
"0x2286a","1"
"0x228f0","1"
"0x228f2","1"
"0x22936","1"
"0x2294c","1"
"0x2296a","1"
"0x2298e","1"
"0x22a10","1"
"0x22a7a","1"
"0x22a9e","1"
"0x22afa","1"
"0x22b1a","1"
"0x22b7a","1"
"0x22ec","1"
"0x2302e","1"
"0x2303c","1"
"0x23068","1"
"0x23072","1"
"0x23088","1"
"0x230d4","1"
"0x23116","1"
"0x23134","1"
"0x231dc","1"
"0x23216","1"
"0x23258","1"
"0x232d6","1"
"0x233cd","1"
"0x233fa","1"
"0x23872","1"
"0x2392","1"
"0x23922","1"
"0x23934","1"
"0x2395c","1"
"0x239a","1"
"0x239c2","1"
"0x23a26","1"
"0x23a72","1"
"0x23af8","1"
"0x23b56","1"
"0x23ba2","1"
"0x24018","1"
"0x24030","1"
"0x2405e","1"
"0x2407a","1"
"0x24118","1"
"0x2412c","1"
"0x241fa","1"
"0x2423e","1"
"0x243c7","1"
"0x24834","1"
"0x2487e","1"
"0x24894","1"
"0x248fe","1"
"0x24908","1"
"0x2493a","1"
"0x24975","1"
"0x249ae","1"
"0x249fa","1"
"0x24a20","1"
"0x24a7a","1"
"0x24b16","1"
"0x24b50","1"
"0x2511e","1"
"0x2515c","1"
"0x251d0","1"
"0x25214","1"
"0x2523a","1"
"0x25266","1"
"0x252bc","1"
"0x252f0","1"
"0x2530e","1"
"0x2531c","1"
"0x2533c","1"
"0x25350","1"
"0x253e0","1"
"0x2582a","1"
"0x25850","1"
"0x2590a","1"
"0x2594c","2"
"0x259b8","1"
"0x25a02","1"
"0x25a68","1"
"0x25a70","1"
"0x25ab0","1"
"0x25b1e","1"
"0x25b56","1"
"0x2601a","1"
"0x26090","1"
"0x2613e","1"
"0x26196","1"
"0x2624c","1"
"0x26256","1"
"0x2626e","1"
"0x2627e","1"
"0x26312","1"
"0x26376","1"
"0x2681a","1"
"0x2687c","1"
"0x26978","1"
"0x269be","1"
"0x26a14","1"
"0x26b16","1"
"0x26b96","1"
"0x26bc8","1"
"0x26bce","1"
"0x26bd2","1"
"0x26bf0","1"
"0x26bf6","1"
"0x2701e","1"
"0x2702a","1"
"0x270b8","1"
"0x27130","1"
"0x27138","1"
"0x27178","1"
"0x27298","1"
"0x2731e","1"
"0x27370","1"
"0x273dc","1"
"0x278a8","1"
"0x278c2","1"
"0x2797e","1"
"0x279b0","1"
"0x27a5c","1"
"0x27a8e","1"
"0x27ad6","2"
"0x27aee","1"
"0x27b04","1"
"0x27b54","1"
"0x27b94","1"
"0x27bf8","1"
"0x27c","1"
"0x2800a","1"
"0x28022","1"
"0x2803a","1"
"0x2803c","1"
"0x2804a","1"
"0x28052","1"
"0x28062","1"
"0x2809a","1"
"0x28114","1"
"0x2812c","1"
"0x28160","1"
"0x28218","1"
"0x2822a","1"
"0x2824c","1"
"0x28278","1"
"0x282bc","1"
"0x28304","1"
"0x2833e","1"
"0x28342","1"
"0x28392","1"
"0x283a","1"
"0x283da","1"
"0x283e","1"
"0x283f2","1"
"0x2881c","1"
"0x28843","1"
"0x28876","1"
"0x28950","1"
"0x28952","1"
"0x2897a","1"
"0x289ec","1"
"0x28a08","1"
"0x28a7a","1"
"0x28a96","1"
"0x28af8","1"
"0x28b48","1"
"0x290ac","1"
"0x290fc","1"
"0x2910","1"
"0x29118","1"
"0x29158","1"
"0x29196","1"
"0x2919c","1"
"0x291a6","1"
"0x291b2","1"
"0x291b8","1"
"0x291c","1"
"0x29214","1"
"0x29272","1"
"0x29282","1"
"0x29288","2"
"0x292b4","1"
"0x292d0","1"
"0x292d6","1"
"0x2933a","1"
"0x29354","1"
"0x29356","1"
"0x293fe","1"
"0x2944","1"
"0x295e","1"
"0x2966","1"
"0x29846","1"
"0x2987c","1"
"0x2989e","1"
"0x298e4","1"
"0x298f2","1"
"0x29922","1"
"0x29a04","1"
"0x29a3e","1"
"0x29a62","1"
"0x29a8e","1"
"0x29ad6","1"
"0x29b18","1"
"0x29b9a","1"
"0x29ba6","1"
"0x29bae","1"
"0x29bb8","1"
"0x29bf2","1"
"0x29bf6","1"
"0x29d0","1"
"0x29de","1"
"0x2a01a","1"
"0x2a050","1"
"0x2a066","1"
"0x2a0b2","1"
"0x2a0f4","1"
"0x2a10e","1"
"0x2a130","1"
"0x2a184","1"
"0x2a18e","1"
"0x2a1d8","1"
"0x2a248","1"
"0x2a318","1"
"0x2a356","1"
"0x2a36","1"
"0x2a396","1"
"0x2a3c2","1"
"0x2a83a","1"
"0x2a86e","1"
"0x2a8aa","1"
"0x2a8da","1"
"0x2a95e","1"
"0x2a96c","1"
"0x2a9d0","1"
"0x2a9e8","1"
"0x2ab0","1"
"0x2ab12","1"
"0x2ab38","3"
"0x2ab74","1"
"0x2ab7a","1"
"0x2abd6","1"
"0x2abec","1"
"0x2afc","1"
"0x2b01a","1"
"0x2b01c","1"
"0x2b030","1"
"0x2b056","1"
"0x2b060","1"
"0x2b08e","1"
"0x2b0c6","1"
"0x2b0de","1"
"0x2b0e","1"
"0x2b144","1"
"0x2b170","1"
"0x2b1aa","1"
"0x2b25e","1"
"0x2b2a2","1"
"0x2b2d2","1"
"0x2b2fe","1"
"0x2b318","1"
"0x2b344","1"
"0x2b352","1"
"0x2b36a","1"
"0x2b38","1"
"0x2b3fe","1"
"0x2b50","1"
"0x2b824","1"
"0x2b83a","1"
"0x2b8ae","1"
"0x2b8fc","1"
"0x2b906","1"
"0x2b956","1"
"0x2b958","1"
"0x2b984","1"
"0x2b996","1"
"0x2ba14","1"
"0x2ba34","1"
"0x2ba66","1"
"0x2ba88","1"
"0x2baa6","1"
"0x2bb1a","1"
"0x2bb50","1"
"0x2bb9a","1"
"0x2bbe4","1"
"0x2bbea","1"
"0x2bbfe","1"
"0x2bc8","1"
"0x2c010","1"
