"Measurement outcome","Frequency"
"0x1000","2"
"0x1018","1"
"0x101a","2"
"0x101c","1"
"0x101e","1"
"0x1020","1"
"0x1026","1"
"0x1028","1"
"0x102a","2"
"0x102e","2"
"0x1036","1"
"0x104c","2"
"0x104e","1"
"0x1052","1"
"0x1054","1"
"0x1058","1"
"0x105c","1"
"0x105e","1"
"0x1060","1"
"0x1068","2"
"0x1072","2"
"0x107a","1"
"0x107e","1"
"0x1084","1"
"0x1088","3"
"0x108e","1"
"0x1092","1"
"0x1098","1"
"0x109c","1"
"0x109e","1"
"0x10a4","1"
"0x10a8","1"
"0x10aa","1"
"0x10b8","1"
"0x10bc","1"
"0x10be","2"
"0x10c0","1"
"0x10c4","1"
"0x10cc","4"
"0x10d2","1"
"0x10d4","1"
"0x10dc","3"
"0x10de","1"
"0x10e8","1"
"0x10ea","1"
"0x10f2","1"
"0x10fa","3"
"0x10fc","1"
"0x10fe","1"
"0x1202","1"
"0x1204","1"
"0x1208","2"
"0x120a","2"
"0x1214","1"
"0x1216","1"
"0x1218","1"
"0x121a","3"
"0x1222","1"
"0x1226","1"
"0x1228","1"
"0x122a","1"
"0x1232","1"
"0x1238","1"
"0x123a","1"
"0x123c","1"
"0x1240","1"
"0x1244","1"
"0x1246","1"
"0x125a","1"
"0x125c","2"
"0x1260","1"
"0x1262","1"
"0x1266","1"
"0x126e","2"
"0x1272","2"
"0x1274","1"
"0x1278","1"
"0x127c","1"
"0x127e","1"
"0x1282","1"
"0x1288","2"
"0x1292","1"
"0x1296","1"
"0x1298","1"
"0x129a","2"
"0x129c","1"
"0x129e","1"
"0x12a2","1"
"0x12a4","1"
"0x12a8","1"
"0x12aa","1"
"0x12ae","1"
"0x12b6","1"
"0x12ba","1"
"0x12bc","1"
"0x12c0","1"
"0x12c6","1"
"0x12c8","2"
"0x12ce","1"
"0x12d2","3"
"0x12d6","1"
"0x12da","2"
"0x12e2","1"
"0x12e6","1"
"0x12ec","4"
"0x12ee","2"
"0x12f4","1"
"0x12f6","1"
"0x12fc","1"
"0x1394","1"
"0x1400","2"
"0x1408","1"
"0x1418","1"
"0x141a","1"
"0x141e","1"
"0x1424","1"
"0x142d","1"
"0x143e","1"
"0x1440","1"
"0x1446","1"
"0x1448","1"
"0x144a","1"
"0x144c","1"
"0x1450","1"
"0x1454","1"
