JobId,SessionId,Status,Reason,Created,Completed,Program,Name,Service,Instance,Tags,Usage (seconds)
cqgy6e1372pg0082zhm0,,Completed,,2024-03-01T14:16:24.156987Z,2024-03-01T14:33:53.532Z,sampler,,ibm_kyoto,ibm-q/open/main,,20
cqgy6chhykgg008ydyzg,,Completed,,2024-03-01T14:16:18.726414Z,2024-03-01T14:33:50.337Z,sampler,,ibm_kyoto,ibm-q/open/main,,20
cqgy6b998a000084kjw0,,Completed,,2024-03-01T14:16:13.415812Z,2024-03-01T14:33:43.519Z,sampler,,ibm_kyoto,ibm-q/open/main,,20
cqfa1cdgtagg008qv660,,Completed,,2024-02-28T02:55:45.783096Z,2024-02-28T02:57:58.005Z,sampler,,ibm_kyoto,ibm-q/open/main,,20
cqfa1axgtagg008qv65g,,Completed,,2024-02-28T02:55:39.384603Z,2024-02-28T02:57:57.81Z,sampler,,ibm_kyoto,ibm-q/open/main,,20
cqfa185xftxg0089crmg,,Completed,,2024-02-28T02:55:28.776406Z,2024-02-28T02:57:54.767Z,sampler,,ibm_kyoto,ibm-q/open/main,,20
cqf9a28gtagg008qv3dg,,Completed,,2024-02-28T02:06:02.027663Z,2024-02-28T02:07:03.261Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf9a10xftxg0089cp90,,Completed,,2024-02-28T02:05:57.062366Z,2024-02-28T02:08:22.339Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf99zz3ptq000873k0g,,Completed,,2024-02-28T02:05:51.673992Z,2024-02-28T02:07:01.271Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf90ptxftxg0089cnag,,Completed,,2024-02-28T01:46:03.490188Z,2024-02-28T02:01:11.698Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf90njfejeg008trc20,,Completed,,2024-02-28T01:45:58.706976Z,2024-02-28T02:01:02.091Z,sampler,,ibm_kyoto,ibm-q/open/main,,20
cqf90m2xftxg0089cna0,,Completed,,2024-02-28T01:45:53.033311Z,2024-02-28T02:01:15.979Z,sampler,,ibm_kyoto,ibm-q/open/main,,20
cqf86gjxftxg0089chn0,,Completed,,2024-02-28T00:50:10.441263Z,2024-02-28T01:02:02.204Z,sampler,,ibm_kyoto,ibm-q/open/main,,20
cqf86esxftxg0089chm0,,Completed,,2024-02-28T00:50:03.322753Z,2024-02-28T01:02:01.804Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf86d1fejeg008tr8rg,,Completed,,2024-02-28T00:49:57.069385Z,2024-02-28T01:01:52.027Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf5wes3ptq0008739wg,,Completed,,2024-02-27T22:12:11.187936Z,2024-02-28T00:49:28.411Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf5wdhxdecg008wa760,,Completed,,2024-02-27T22:12:06.683604Z,2024-02-28T00:49:01.691Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf5wc13ptq0008739w0,,Completed,,2024-02-27T22:12:00.95034Z,2024-02-28T00:50:03.52Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf4ycsgtagg008qtq80,,Completed,,2024-02-27T21:08:04.048957Z,2024-02-27T22:01:38.884Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf4ybhxftxg0089cabg,,Completed,,2024-02-27T21:07:58.432433Z,2024-02-27T22:01:32.497Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf4ya1xftxg0089cab0,,Completed,,2024-02-27T21:07:52.430387Z,2024-02-27T22:01:27.498Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
cqf4sppxdecg008wa370,,Completed,,2024-02-27T20:58:02.33972Z,2024-02-27T21:06:04.236Z,sampler,,ibm_kyoto,ibm-q/open/main,,19
